access_url,access_url_kind,availability,bioproject,data_level,dataset_id,eligibility,experiment_accession,file_id,format,local_biological_payload,name,note,repository_file_path,run_accession,schema_inspection,size_bytes,source_hashes,source_path,source_paths,source_url,sra_uid,study_accession,title,url,verification
https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299820/suppl/GSE299820_rsem_genes_count.txt.gz,direct_file_link,public,,processed_counts_or_expression,FLU:GSE299820,included_human_influenza_challenge,,FLUFILE_6ced262f2298b266f3,txt.gz,False,GSE299820_rsem_genes_count.txt.gz,"Gene counts and normalized expression are derived measurements, including files whose names contain Raw; not sequencing reads.",,,not_inspected_at_biological_file_level,,"{""data_dictionary/sources/influenza/snapshots/GSE299820.soft.txt"":""88d632d8a76448eef45370bc6740ab46a3f9f8fd33d6ecd235aaffbe6ae323e6"",""data_dictionary/sources/influenza/snapshots/GSM9046530.soft.txt"":""db42ee0b8ea70f1d2aa0e836f7111d386eaa13bba525de3ae8ac0541cbc45795""}",,"[""data_dictionary/sources/influenza/snapshots/GSE299820.soft.txt"",""data_dictionary/sources/influenza/snapshots/GSM9046530.soft.txt""]",,,,,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299820/suppl/GSE299820_rsem_genes_count.txt.gz,listed_in_GEO_series_metadata; file bytes not downloaded
https://www.ncbi.nlm.nih.gov/sra?term=SRX29176614,repository_or_publication_landing_page,public,,raw_RNA_reads,FLU:GSE299820,included_human_influenza_challenge,,FLUFILE_50bef29a7ef29422d5,,False,SRX29176614,,,,not_inspected_at_biological_file_level,,"{""data_dictionary/sources/influenza/snapshots/GSE299820.soft.txt"":""88d632d8a76448eef45370bc6740ab46a3f9f8fd33d6ecd235aaffbe6ae323e6"",""data_dictionary/sources/influenza/snapshots/GSM9046530.soft.txt"":""db42ee0b8ea70f1d2aa0e836f7111d386eaa13bba525de3ae8ac0541cbc45795""}",,"[""data_dictionary/sources/influenza/snapshots/GSE299820.soft.txt"",""data_dictionary/sources/influenza/snapshots/GSM9046530.soft.txt""]",,,,,https://www.ncbi.nlm.nih.gov/sra?term=SRX29176614,representative_GEO_sample_SRA_relation; experiment/run download not performed
https://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111368/suppl/GSE111368_Non-normalized_data.txt.gz,direct_file_link,public,,unnormalized_feature_intensity_table,FLU:GSE111368,adjacent_excluded,,FLUFILE_41d558c2d4b050fcc1,txt.gz,False,GSE111368_Non-normalized_data.txt.gz,Submitter-exported unnormalized array intensities; not an instrument archive and not sequencing reads.,,,not_inspected_at_biological_file_level,,"{""data_dictionary/sources/influenza/snapshots/GSE111368.soft.txt"":""5f8eb2c3f1cd766930a9306974fca1a5a5d5c453101ea9fcd67b64bfa217875a""}",,"[""data_dictionary/sources/influenza/snapshots/GSE111368.soft.txt""]",,,,,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111368/suppl/GSE111368_Non-normalized_data.txt.gz,listed_in_GEO_series_metadata; file bytes not downloaded
https://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111368/suppl/GSE111368_RAW.tar,direct_file_link,public,,raw_submitter_archive,FLU:GSE111368,adjacent_excluded,,FLUFILE_3edbbce3ea37691af0,tar,False,GSE111368_RAW.tar,GEO raw archive is listed; member inventory is not expanded and native instrument files versus exported feature tables are not yet distinguished.,,,not_inspected_at_biological_file_level,,"{""data_dictionary/sources/influenza/snapshots/GSE111368.soft.txt"":""5f8eb2c3f1cd766930a9306974fca1a5a5d5c453101ea9fcd67b64bfa217875a""}",,"[""data_dictionary/sources/influenza/snapshots/GSE111368.soft.txt""]",,,,,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111368/suppl/GSE111368_RAW.tar,listed_in_GEO_series_metadata; file bytes not downloaded
https://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68310/suppl/GSE68310_RAW.tar,direct_file_link,public,,raw_submitter_archive,FLU:GSE68310,adjacent_excluded,,FLUFILE_acb037574e9316e1e3,tar,False,GSE68310_RAW.tar,GEO raw archive is listed; member inventory is not expanded and native instrument files versus exported feature tables are not yet distinguished.,,,not_inspected_at_biological_file_level,,"{""data_dictionary/sources/influenza/snapshots/GSE68310.soft.txt"":""a13cdc07bb27c197d0a45ed1ed9946e8715c87a59c86f389152fb1d076dfbd3e""}",,"[""data_dictionary/sources/influenza/snapshots/GSE68310.soft.txt""]",,,,,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68310/suppl/GSE68310_RAW.tar,listed_in_GEO_series_metadata; file bytes not downloaded
https://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68310/suppl/GSE68310_SubjectPhenotypes1.txt.gz,direct_file_link,public,,clinical_subject_metadata,FLU:GSE68310,adjacent_excluded,,FLUFILE_71f96deb0321efd186,txt.gz,False,GSE68310_SubjectPhenotypes1.txt.gz,Subject phenotype metadata; not an expression matrix or instrument measurement.,,,not_inspected_at_biological_file_level,,"{""data_dictionary/sources/influenza/snapshots/GSE68310.soft.txt"":""a13cdc07bb27c197d0a45ed1ed9946e8715c87a59c86f389152fb1d076dfbd3e""}",,"[""data_dictionary/sources/influenza/snapshots/GSE68310.soft.txt""]",,,,,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68310/suppl/GSE68310_SubjectPhenotypes1.txt.gz,listed_in_GEO_series_metadata; file bytes not downloaded
https://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68310/suppl/GSE68310_non-normalized.txt.gz,direct_file_link,public,,unnormalized_feature_intensity_table,FLU:GSE68310,adjacent_excluded,,FLUFILE_3fe3b4fa9d1cf31269,txt.gz,False,GSE68310_non-normalized.txt.gz,Submitter-exported unnormalized array intensities; not an instrument archive and not sequencing reads.,,,not_inspected_at_biological_file_level,,"{""data_dictionary/sources/influenza/snapshots/GSE68310.soft.txt"":""a13cdc07bb27c197d0a45ed1ed9946e8715c87a59c86f389152fb1d076dfbd3e""}",,"[""data_dictionary/sources/influenza/snapshots/GSE68310.soft.txt""]",,,,,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68310/suppl/GSE68310_non-normalized.txt.gz,listed_in_GEO_series_metadata; file bytes not downloaded
https://ftp.ncbi.nlm.nih.gov/geo/series/GSE194nnn/GSE194378/suppl/GSE194378_rna.seq.gene.count.matrix.txt.gz,direct_file_link,public,,processed_counts_or_expression,FLU:GSE194378,adjacent_excluded,,FLUFILE_1401c433814cbac269,seq.gene.count.matrix.txt.gz,False,GSE194378_rna.seq.gene.count.matrix.txt.gz,"Gene counts and normalized expression are derived measurements, including files whose names contain Raw; not sequencing reads.",,,not_inspected_at_biological_file_level,,"{""data_dictionary/sources/influenza/snapshots/GSE194378.soft.txt"":""865542aa9f411db4f216337c7ecb0b43210059063796b5b1bd20e686e7132159""}",,"[""data_dictionary/sources/influenza/snapshots/GSE194378.soft.txt""]",,,,,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE194nnn/GSE194378/suppl/GSE194378_rna.seq.gene.count.matrix.txt.gz,listed_in_GEO_series_metadata; file bytes not downloaded
https://ftp.ncbi.nlm.nih.gov/geo/series/GSE194nnn/GSE194378/suppl/GSE194378_rna.seq.gene.normalized.count.matrix.txt.gz,direct_file_link,public,,processed_counts_or_expression,FLU:GSE194378,adjacent_excluded,,FLUFILE_268e61a3e812b736e7,seq.gene.normalized.count.matrix.txt.gz,False,GSE194378_rna.seq.gene.normalized.count.matrix.txt.gz,"Gene counts and normalized expression are derived measurements, including files whose names contain Raw; not sequencing reads.",,,not_inspected_at_biological_file_level,,"{""data_dictionary/sources/influenza/snapshots/GSE194378.soft.txt"":""865542aa9f411db4f216337c7ecb0b43210059063796b5b1bd20e686e7132159""}",,"[""data_dictionary/sources/influenza/snapshots/GSE194378.soft.txt""]",,,,,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE194nnn/GSE194378/suppl/GSE194378_rna.seq.gene.normalized.count.matrix.txt.gz,listed_in_GEO_series_metadata; file bytes not downloaded
https://ftp.ncbi.nlm.nih.gov/geo/series/GSE117nnn/GSE117580/suppl/GSE117580_counts_correct.csv.gz,direct_file_link,public,,processed_counts_or_expression,FLU:GSE117580,adjacent_excluded,,FLUFILE_046791b8eceaad4e3f,csv.gz,False,GSE117580_counts_correct.csv.gz,"Gene counts and normalized expression are derived measurements, including files whose names contain Raw; not sequencing reads.",,,not_inspected_at_biological_file_level,,"{""data_dictionary/sources/influenza/snapshots/GSE117580.soft.txt"":""dc320992158e2806c7f86a8d7b8bf2e50c144cb3f95e59250f41a70241be2b8a""}",,"[""data_dictionary/sources/influenza/snapshots/GSE117580.soft.txt""]",,,,,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE117nnn/GSE117580/suppl/GSE117580_counts_correct.csv.gz,listed_in_GEO_series_metadata; file bytes not downloaded
https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-13038,repository_or_publication_landing_page,public,,processed_expression,FLU:E-MTAB-13038,included_human_influenza_challenge,,FLUFILE_e639e35999a444e4ad,,False,normalised_counts.txt,,normalised_counts.txt,,not_inspected_at_biological_file_level,77865262,"{""data_dictionary/sources/influenza/snapshots/E-MTAB-13038.json"":""3f2b3093ffdf6d59a0742bcb93841b127bb3be95040d3c814ac5a9b6982c291c"",""data_dictionary/sources/influenza/snapshots/PMC11608262.html"":""e60f31e49350f3b555ed09b2c88d7479097fd45666abd8cd0ad11b46c34c6e22"",""data_dictionary/sources/influenza/snapshots/PMC13375583.html"":""937676aee9168d8a0f0cf3349a1fe5649ce71204f0e9f01047aed3a6755dab98""}",,"[""data_dictionary/sources/influenza/snapshots/E-MTAB-13038.json"",""data_dictionary/sources/influenza/snapshots/PMC11608262.html"",""data_dictionary/sources/influenza/snapshots/PMC13375583.html""]",,,,,https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-13038,listed_in_repository_API; payload not downloaded
https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-13038,repository_or_publication_landing_page,public,,metadata,FLU:E-MTAB-13038,included_human_influenza_challenge,,FLUFILE_4b848d50a4f8a3a798,,False,E-MTAB-13038.idf.txt,,E-MTAB-13038.idf.txt,,not_inspected_at_biological_file_level,4453,"{""data_dictionary/sources/influenza/snapshots/E-MTAB-13038.json"":""3f2b3093ffdf6d59a0742bcb93841b127bb3be95040d3c814ac5a9b6982c291c"",""data_dictionary/sources/influenza/snapshots/PMC11608262.html"":""e60f31e49350f3b555ed09b2c88d7479097fd45666abd8cd0ad11b46c34c6e22"",""data_dictionary/sources/influenza/snapshots/PMC13375583.html"":""937676aee9168d8a0f0cf3349a1fe5649ce71204f0e9f01047aed3a6755dab98""}",,"[""data_dictionary/sources/influenza/snapshots/E-MTAB-13038.json"",""data_dictionary/sources/influenza/snapshots/PMC11608262.html"",""data_dictionary/sources/influenza/snapshots/PMC13375583.html""]",,,,,https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-13038,listed_in_repository_API; payload not downloaded
https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-13038,repository_or_publication_landing_page,public,,metadata,FLU:E-MTAB-13038,included_human_influenza_challenge,,FLUFILE_923ea5fd32cfadb43f,,False,E-MTAB-13038.sdrf.txt,,E-MTAB-13038.sdrf.txt,,not_inspected_at_biological_file_level,140805,"{""data_dictionary/sources/influenza/snapshots/E-MTAB-13038.json"":""3f2b3093ffdf6d59a0742bcb93841b127bb3be95040d3c814ac5a9b6982c291c"",""data_dictionary/sources/influenza/snapshots/PMC11608262.html"":""e60f31e49350f3b555ed09b2c88d7479097fd45666abd8cd0ad11b46c34c6e22"",""data_dictionary/sources/influenza/snapshots/PMC13375583.html"":""937676aee9168d8a0f0cf3349a1fe5649ce71204f0e9f01047aed3a6755dab98""}",,"[""data_dictionary/sources/influenza/snapshots/E-MTAB-13038.json"",""data_dictionary/sources/influenza/snapshots/PMC11608262.html"",""data_dictionary/sources/influenza/snapshots/PMC13375583.html""]",,,,,https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-13038,listed_in_repository_API; payload not downloaded
https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-13041,repository_or_publication_landing_page,public,,processed_expression,FLU:E-MTAB-13041,included_human_influenza_challenge,,FLUFILE_1cd7307999c417c7a2,,False,FluCounts_forUpload_unlogged.csv,,FluCounts_forUpload_unlogged.csv,,not_inspected_at_biological_file_level,27031108,"{""data_dictionary/sources/influenza/snapshots/E-MTAB-13041.json"":""37dfa0c02b79432699ba008f0b419f423e0b605f7b681117f9522bce1d037a81"",""data_dictionary/sources/influenza/snapshots/PMC11608262.html"":""e60f31e49350f3b555ed09b2c88d7479097fd45666abd8cd0ad11b46c34c6e22"",""data_dictionary/sources/influenza/snapshots/PMC13375583.html"":""937676aee9168d8a0f0cf3349a1fe5649ce71204f0e9f01047aed3a6755dab98""}",,"[""data_dictionary/sources/influenza/snapshots/E-MTAB-13041.json"",""data_dictionary/sources/influenza/snapshots/PMC11608262.html"",""data_dictionary/sources/influenza/snapshots/PMC13375583.html""]",,,,,https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-13041,listed_in_repository_API; payload not downloaded
https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-13041,repository_or_publication_landing_page,public,,metadata,FLU:E-MTAB-13041,included_human_influenza_challenge,,FLUFILE_072870d7ca843c8e7c,,False,E-MTAB-13041.idf.txt,,E-MTAB-13041.idf.txt,,not_inspected_at_biological_file_level,3042,"{""data_dictionary/sources/influenza/snapshots/E-MTAB-13041.json"":""37dfa0c02b79432699ba008f0b419f423e0b605f7b681117f9522bce1d037a81"",""data_dictionary/sources/influenza/snapshots/PMC11608262.html"":""e60f31e49350f3b555ed09b2c88d7479097fd45666abd8cd0ad11b46c34c6e22"",""data_dictionary/sources/influenza/snapshots/PMC13375583.html"":""937676aee9168d8a0f0cf3349a1fe5649ce71204f0e9f01047aed3a6755dab98""}",,"[""data_dictionary/sources/influenza/snapshots/E-MTAB-13041.json"",""data_dictionary/sources/influenza/snapshots/PMC11608262.html"",""data_dictionary/sources/influenza/snapshots/PMC13375583.html""]",,,,,https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-13041,listed_in_repository_API; payload not downloaded
https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-13041,repository_or_publication_landing_page,public,,metadata,FLU:E-MTAB-13041,included_human_influenza_challenge,,FLUFILE_29e20cfe963ec7e371,,False,E-MTAB-13041.sdrf.txt,,E-MTAB-13041.sdrf.txt,,not_inspected_at_biological_file_level,74742,"{""data_dictionary/sources/influenza/snapshots/E-MTAB-13041.json"":""37dfa0c02b79432699ba008f0b419f423e0b605f7b681117f9522bce1d037a81"",""data_dictionary/sources/influenza/snapshots/PMC11608262.html"":""e60f31e49350f3b555ed09b2c88d7479097fd45666abd8cd0ad11b46c34c6e22"",""data_dictionary/sources/influenza/snapshots/PMC13375583.html"":""937676aee9168d8a0f0cf3349a1fe5649ce71204f0e9f01047aed3a6755dab98""}",,"[""data_dictionary/sources/influenza/snapshots/E-MTAB-13041.json"",""data_dictionary/sources/influenza/snapshots/PMC11608262.html"",""data_dictionary/sources/influenza/snapshots/PMC13375583.html""]",,,,,https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-13041,listed_in_repository_API; payload not downloaded
https://ega-archive.org/datasets/EGAD50000000956,repository_or_publication_landing_page,controlled,,raw_reads,FLU:EGAD50000000956,included_human_influenza_challenge,,FLUFILE_ceddf79d397bad42dd,FASTQ.GZ,False,EGA controlled FASTQ file manifest,,,,not_inspected_at_biological_file_level,,"{""data_dictionary/sources/influenza/snapshots/EGAD50000000956.html"":""28b90424bd8b1c0d6d1ea8271eac505267f0ee034071e7b7ece685c712f8d46d"",""data_dictionary/sources/influenza/snapshots/PMC11608262.html"":""e60f31e49350f3b555ed09b2c88d7479097fd45666abd8cd0ad11b46c34c6e22""}",,"[""data_dictionary/sources/influenza/snapshots/EGAD50000000956.html"",""data_dictionary/sources/influenza/snapshots/PMC11608262.html""]",,,,,https://ega-archive.org/datasets/EGAD50000000956,dataset page lists EGAF files; no controlled data downloaded
https://flowrepository.org/id/FR-FCM-Z2NZ,repository_or_publication_landing_page,public,,single_cell_cytometry_data,FLU:FR-FCM-Z2NZ,included_human_influenza_challenge,,FLUFILE_150d50e3b88766f58c,FCS (measurement workflow; exact deposited members not inspected),False,,,,,not_inspected_at_biological_file_level,,"{""data_dictionary/sources/influenza/snapshots/JCI137265.html"":""41017f6e94ed0f778b0e494260090a3808fea175c6b70524e1860e1004c5d1bf""}",,"[""data_dictionary/sources/influenza/snapshots/JCI137265.html""]",,,,,https://flowrepository.org/id/FR-FCM-Z2NZ,primary_paper_declaration; repository retrieval failed expired certificate
https://pmc.ncbi.nlm.nih.gov/articles/PMC8665113/,repository_or_publication_landing_page,public,,processed_summary,FLU:MCILWAIN2021_CHALLENGE,included_human_influenza_challenge,,FLUFILE_cbf23058c0361708f5,,False,Supplementary XLSX tables,,,,not_inspected_at_biological_file_level,,"{""data_dictionary/sources/influenza/snapshots/PMC8665113.html"":""2b984856aa0d7684f45b0cb26198fda99fa7fc60b3ad09c5a279ccfe611b0045""}",,"[""data_dictionary/sources/influenza/snapshots/PMC8665113.html""]",,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC8665113/,primary PMC article lists supplement files
https://pmc.ncbi.nlm.nih.gov/articles/PMC5360578/,repository_or_publication_landing_page,public,,supplementary_processed_or_protocol,FLU:BURKE2017_NPL,included_human_influenza_challenge,,FLUFILE_d7336366033c4903a7,,False,Supplementary material,,,,not_inspected_at_biological_file_level,,"{""data_dictionary/sources/influenza/snapshots/PMC5360578.html"":""33af29aa4612bcc4f9a24ee2870bc53b7d880a0e2c2a74ae1fee3d12a7d093ef""}",,"[""data_dictionary/sources/influenza/snapshots/PMC5360578.html""]",,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC5360578/,listed_in_primary_article; binary supplement not inspected
https://github.com/davemcilwain/Flu-Day-Prediction,repository_or_publication_landing_page,public,,code_and_derived_model_data,FLU:FLU_DAY_PREDICTION2026,included_human_influenza_challenge,,FLUFILE_69e20e540d58e35744,,False,,,,,not_inspected_at_biological_file_level,,"{""data_dictionary/sources/influenza/snapshots/PMC13044454.html"":""f88f72e7a872ee39ad4501591aa07a07920824f08abd86e942d420a90504bc1d""}",,"[""data_dictionary/sources/influenza/snapshots/PMC13044454.html""]",,,,,https://github.com/davemcilwain/Flu-Day-Prediction,primary_paper_link; repository tree not inspected
