column,definition,sql_type,structured_values,table
accession,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_datasets
atlas_cohort_ids,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_datasets
atlas_source_ids,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_datasets
availability,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_datasets
biological_data_downloaded,"Literal catalog/source field; see README, schema conventions and source provenance.",INTEGER,JSON encoded in TEXT where a source field contains a list/object,atlas_datasets
dataset_id,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_datasets
linkage_status,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_datasets
metadata_snapshot,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_datasets
metadata_snapshot_sha256,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_datasets
original_accession_contexts,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_datasets
record_url,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_datasets
repository_metadata_verified,"Literal catalog/source field; see README, schema conventions and source provenance.",INTEGER,JSON encoded in TEXT where a source field contains a list/object,atlas_datasets
repository_relations,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_datasets
repository_sample_records,"Literal catalog/source field; see README, schema conventions and source provenance.",INTEGER,JSON encoded in TEXT where a source field contains a list/object,atlas_datasets
supplementary_file_links,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_datasets
title,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_datasets
definition,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_fields
definition_source,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_fields
field,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_fields
foreign_key,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_fields
missingness,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_fields
primary_key,"Literal catalog/source field; see README, schema conventions and source provenance.",INTEGER,JSON encoded in TEXT where a source field contains a list/object,atlas_fields
storage_type,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_fields
table_id,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_fields
units,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_fields
asset_id,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_files
atlas_relative_path,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_files
bytes,"Literal catalog/source field; see README, schema conventions and source provenance.",INTEGER,JSON encoded in TEXT where a source field contains a list/object,atlas_files
classification_basis,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_files
data_level,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_files
file_id,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_files
format,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_files
logical_path,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_files
path,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_files
sha256,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_files
storage_role,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_files
data_inventory_status,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_source_coverage
explicit_cohort_accessions,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_source_coverage
interpretation,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_source_coverage
local_snapshot_available,"Literal catalog/source field; see README, schema conventions and source provenance.",INTEGER,JSON encoded in TEXT where a source field contains a list/object,atlas_source_coverage
source_id,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_source_coverage
source_key,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_source_coverage
source_type,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_source_coverage
source_url,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_source_coverage
title,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_source_coverage
unverified_snapshot_accession_mentions,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_source_coverage
access_level,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_sources
declared_snapshot_path,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_sources
doi,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_sources
hash_matched_local_snapshot,"Literal catalog/source field; see README, schema conventions and source provenance.",INTEGER,JSON encoded in TEXT where a source field contains a list/object,atlas_sources
matching_local_paths,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_sources
raw_biological_data_claim,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_sources
scope,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_sources
snapshot_sha256,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_sources
source_id,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_sources
source_key,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_sources
source_type,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_sources
title,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_sources
url,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_sources
data_level,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_tables
database_path,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_tables
name,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_tables
review_scope,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_tables
rows,"Literal catalog/source field; see README, schema conventions and source provenance.",INTEGER,JSON encoded in TEXT where a source field contains a list/object,atlas_tables
sql_schema,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_tables
table_id,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,atlas_tables
accession_or_record_id,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,datasets
dataset_id,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,datasets
eligibility,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,datasets
full_record_table,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,datasets
independent_cohort_count,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,datasets
modality,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,datasets
participant_count,"Literal catalog/source field; see README, schema conventions and source provenance.",INTEGER,JSON encoded in TEXT where a source field contains a list/object,datasets
processed_access_status,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,datasets
raw_access_evidence,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,datasets
raw_access_status,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,datasets
repository,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,datasets
repository_sample_count,"Literal catalog/source field; see README, schema conventions and source provenance.",INTEGER,JSON encoded in TEXT where a source field contains a list/object,datasets
review_status,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,datasets
scope,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,datasets
specimen,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,datasets
subset_rule,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,datasets
title,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,datasets
url,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,datasets
accession,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,geo_screening
decision,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,geo_screening
locator,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,geo_screening
reason,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,geo_screening
title,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,geo_screening
author_count,"Literal catalog/source field; see README, schema conventions and source provenance.",INTEGER,JSON encoded in TEXT where a source field contains a list/object,hr_count_checks
caution,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_count_checks
measure,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_count_checks
observed_count,"Literal catalog/source field; see README, schema conventions and source provenance.",INTEGER,JSON encoded in TEXT where a source field contains a list/object,hr_count_checks
status,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_count_checks
study_ID,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_count_checks
definition,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_fields
definition_source,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_fields
distinct_nonmissing_values,"Literal catalog/source field; see README, schema conventions and source provenance.",INTEGER,JSON encoded in TEXT where a source field contains a list/object,hr_fields
field,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_fields
interpretation_caution,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_fields
literal_header,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_fields
missing_rows,"Literal catalog/source field; see README, schema conventions and source provenance.",INTEGER,JSON encoded in TEXT where a source field contains a list/object,hr_fields
nonmissing_rows,"Literal catalog/source field; see README, schema conventions and source provenance.",INTEGER,JSON encoded in TEXT where a source field contains a list/object,hr_fields
observed_storage_type,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_fields
source_path,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_fields
source_sha256,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_fields
study_ID,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_fields
table_id,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_fields
units,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_fields
bytes_listed,"Literal catalog/source field; see README, schema conventions and source provenance.",INTEGER,JSON encoded in TEXT where a source field contains a list/object,hr_files
candidate_study_IDs,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_files
canonical_download_url,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_files
content_inspection,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_files
data_level,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_files
file_id,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_files
file_listing_verified,"Literal catalog/source field; see README, schema conventions and source provenance.",INTEGER,JSON encoded in TEXT where a source field contains a list/object,hr_files
filename_study_label,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_files
git_oid,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_files
instrument_raw_claim,"Literal catalog/source field; see README, schema conventions and source provenance.",INTEGER,JSON encoded in TEXT where a source field contains a list/object,hr_files
lfs_metadata,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_files
local_snapshot,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_files
local_snapshot_sha256,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_files
path_in_resource,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_files
resource_revision,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_files
study_ID,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_files
study_linkage_status,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_files
column_position_1based,"Literal catalog/source field; see README, schema conventions and source provenance.",INTEGER,JSON encoded in TEXT where a source field contains a list/object,hr_gene_features
definition,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_gene_features
gene_label,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_gene_features
schema_role,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_gene_features
source_path,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_gene_features
units,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_gene_features
antibody_distinct_subjects,"Literal catalog/source field; see README, schema conventions and source provenance.",INTEGER,JSON encoded in TEXT where a source field contains a list/object,hr_join_checks
antibody_ids_absent_from_metadata,"Literal catalog/source field; see README, schema conventions and source provenance.",INTEGER,JSON encoded in TEXT where a source field contains a list/object,hr_join_checks
caution,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_join_checks
metadata_distinct_subjects,"Literal catalog/source field; see README, schema conventions and source provenance.",INTEGER,JSON encoded in TEXT where a source field contains a list/object,hr_join_checks
shared_subject_ids,"Literal catalog/source field; see README, schema conventions and source provenance.",INTEGER,JSON encoded in TEXT where a source field contains a list/object,hr_join_checks
status,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_join_checks
study_ID,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_join_checks
column_key,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_schema
fields,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_schema
grain,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_schema
join_rule,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_schema
key,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_schema
missing_semantics,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_schema
path_basis,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_schema
row_key,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_schema
source_documentation_table_label,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_schema
source_ids,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_schema
source_locators,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_schema
status,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_schema
table,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_schema
value_units,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_schema
antibody,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
antibody_link,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
canonical_source_accessions,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
data_citation,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
dataset_id,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
eligibility_reason,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
influenza_challenge_eligibility,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
meta_variable_list,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
metadata_link,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
num_cells,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
num_observations,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
num_observed_genes,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
num_subjects,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
"number_of_timepoints median(min, max)","Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
observed_timepoints,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
participant_count_interpretation,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
pathogen,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
platform,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
platform_detail,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
raw_data,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
raw_data_flag_interpretation,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
resource_revision,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
source_paper_citation,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
source_snapshot,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
source_snapshot_sha256,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
study_ID,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
study_type,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
tissue,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
transcriptomic_data_link,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
vaccine,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_studies
column_count,"Literal catalog/source field; see README, schema conventions and source provenance.",INTEGER,JSON encoded in TEXT where a source field contains a list/object,hr_table_profiles
data_rows,"Literal catalog/source field; see README, schema conventions and source provenance.",INTEGER,JSON encoded in TEXT where a source field contains a list/object,hr_table_profiles
distinct_subject_ids_within_table,"Literal catalog/source field; see README, schema conventions and source provenance.",INTEGER,JSON encoded in TEXT where a source field contains a list/object,hr_table_profiles
grain,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_table_profiles
keys_observed,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_table_profiles
local_path,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_table_profiles
matrix_join_status,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_table_profiles
namespace_rule,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_table_profiles
sha256,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_table_profiles
study_ID,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_table_profiles
table_id,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_table_profiles
author_pipeline_summary,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_transformations
id,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_transformations
inspected_demo,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_transformations
instrument_raw_examples,"Literal catalog/source field; see README, schema conventions and source provenance.",TEXT,JSON encoded in TEXT where a source field contains a list/object,hr_transformations
