accession,decision,locator,reason,title
GSE167309,title_screened_not_selected,snapshots/gds_summaries.json result.200167309,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,T follicular helper 17 (Tfh17) cells are superior for immunological memory maintenance
GSE222128,adjacent_vaccination_title,snapshots/gds_summaries.json result.200222128,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Influenza vaccination reveals sex dimorphic imprints of prior mild COVID-19
GSE206265,adjacent_vaccination_title,snapshots/gds_summaries.json result.200206265,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Influenza vaccination reveals sex dimorphic imprints of prior mild COVID-19 [single-cell CITEseq]
GSE217770,adjacent_vaccination_title,snapshots/gds_summaries.json result.200217770,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Transcriptome signatures preceding the induction of anti-stalk antibodies elicited by a chimeric hemagglutinin-based universal influenza virus vaccine
GSE217918,title_screened_not_selected,snapshots/gds_summaries.json result.200217918,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,A TLR7-nanoparticle adjuvant promotes broad immune  responses against heterologous strains of Influenza and SARS-CoV-2
GSE211560,adjacent_vaccination_title,snapshots/gds_summaries.json result.200211560,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Distinct immunological and molecular signatures predict influenza vaccine responsiveness in the elderly (scRNA Seq)
GSE211368,adjacent_vaccination_title,snapshots/gds_summaries.json result.200211368,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Distinct immunological and molecular signatures predict influenza vaccine responsiveness in the elderly
GSE191238,title_screened_not_selected,snapshots/gds_summaries.json result.200191238,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,LncRNA CHROME regulates the interferon response to viral challenge  [COVID]
GSE190074,title_screened_not_selected,snapshots/gds_summaries.json result.200190074,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,LncRNA CHROME regulates the interferon response to viral challenge [RNA-Seq]
GSE205796,title_screened_not_selected,snapshots/gds_summaries.json result.200205796,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,Single-cell genome-wide association reveals a nonsynonymous variant in ERAP1 confers increased susceptibility to influenza virus
GSE207750,adjacent_vaccination_title,snapshots/gds_summaries.json result.200207750,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Predicting seasonal influenza vaccine response using systemic gene expression profiling
GSE202392,adjacent_vaccination_title,snapshots/gds_summaries.json result.200202392,Vaccination-focused title; not evidence of wild-type human influenza challenge.,The antibody landscapes against Group 1 and 2 influenza virus hemagglutinin following AS03 and MF59 adjuvanted H5N1 vaccination
GSE202390,adjacent_vaccination_title,snapshots/gds_summaries.json result.200202390,Vaccination-focused title; not evidence of wild-type human influenza challenge.,The antibody landscapes against Group 1 and 2 influenza virus hemagglutinin following AS03 and MF59 adjuvanted H5N1 vaccination (probing_4_igg)
GSE202389,adjacent_vaccination_title,snapshots/gds_summaries.json result.200202389,Vaccination-focused title; not evidence of wild-type human influenza challenge.,The antibody landscapes against Group 1 and 2 influenza virus hemagglutinin following AS03 and MF59 adjuvanted H5N1 vaccination (probing_4_iga)
GSE202388,adjacent_vaccination_title,snapshots/gds_summaries.json result.200202388,Vaccination-focused title; not evidence of wild-type human influenza challenge.,The antibody landscapes against Group 1 and 2 influenza virus hemagglutinin following AS03 and MF59 adjuvanted H5N1 vaccination (probing_3_igg)
GSE202387,adjacent_vaccination_title,snapshots/gds_summaries.json result.200202387,Vaccination-focused title; not evidence of wild-type human influenza challenge.,The antibody landscapes against Group 1 and 2 influenza virus hemagglutinin following AS03 and MF59 adjuvanted H5N1 vaccination (probing_3_iga)
GSE202385,adjacent_vaccination_title,snapshots/gds_summaries.json result.200202385,Vaccination-focused title; not evidence of wild-type human influenza challenge.,The antibody landscapes against Group 1 and 2 influenza virus hemagglutinin following AS03 and MF59 adjuvanted H5N1 vaccination (probing_2_igg)
GSE202383,adjacent_vaccination_title,snapshots/gds_summaries.json result.200202383,Vaccination-focused title; not evidence of wild-type human influenza challenge.,The antibody landscapes against Group 1 and 2 influenza virus hemagglutinin following AS03 and MF59 adjuvanted H5N1 vaccination (probing_2_iga)
GSE202382,adjacent_vaccination_title,snapshots/gds_summaries.json result.200202382,Vaccination-focused title; not evidence of wild-type human influenza challenge.,The antibody landscapes against Group 1 and 2 influenza virus hemagglutinin following AS03 and MF59 adjuvanted H5N1 vaccination (probing_1_igg)
GSE202380,adjacent_vaccination_title,snapshots/gds_summaries.json result.200202380,Vaccination-focused title; not evidence of wild-type human influenza challenge.,The antibody landscapes against Group 1 and 2 influenza virus hemagglutinin following AS03 and MF59 adjuvanted H5N1 vaccination (probing_1_iga)
GSE195793,adjacent_vaccination_title,snapshots/gds_summaries.json result.200195793,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Transcriptional profiles in human milk and whole blood after live attenuated and inactivated influenza vaccination
GSE205964,adjacent_vaccination_title,snapshots/gds_summaries.json result.200205964,Vaccination-focused title; not evidence of wild-type human influenza challenge.,"Small molecule RIG-I agonist serves to adjuvant broad, multifaceted influenza virus vaccine immunity"
GSE179487,adjacent_vaccination_title,snapshots/gds_summaries.json result.200179487,Vaccination-focused title; not evidence of wild-type human influenza challenge.,PD-1 directed immunotherapy alters Tfh and humoral immune responses to seasonal flu vaccine
GSE199668,adjacent_vaccination_title,snapshots/gds_summaries.json result.200199668,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Persistence of SARS-CoV-2 Antibodies in Vaccinated Health Care Workers Analyzed by Coronavirus Antigen Microarray
GSE189120,title_screened_not_selected,snapshots/gds_summaries.json result.200189120,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,Proteomic and single-cell transcriptomic dissection of human plasmacytoid dendritic cell response to influenza virus
GSE194378,adjacent_excluded,snapshots/gds_summaries.json result.200194378,"Influenza vaccination following prior COVID-19, not influenza inoculation.",Influenza vaccination reveals sex dimorphic imprints of prior mild COVID-19 [RNA-Seq]
GSE196793,adjacent_vaccination_title,snapshots/gds_summaries.json result.200196793,Vaccination-focused title; not evidence of wild-type human influenza challenge.,The impact of physical frailty on the response to inactivated influenza vaccine in older adults
GSE178670,adjacent_vaccination_title,snapshots/gds_summaries.json result.200178670,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Molecular signatures of aging and flu vaccine response in Healthy and HIV infected individuals
GSE186888,title_screened_not_selected,snapshots/gds_summaries.json result.200186888,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,Remote immune processes revealed by immune-derived circulating cell-free DNA
GSE186006,adjacent_vaccination_title,snapshots/gds_summaries.json result.200186006,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Differential gene expression in peripheral blood mononuclear cells from children immunized with inactivated influenza vaccine
GSE152563,title_screened_not_selected,snapshots/gds_summaries.json result.200152563,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,Exploration of human lung resident immunity and response to respiratory viral infection in a humanized mouse model
GSE176447,title_screened_not_selected,snapshots/gds_summaries.json result.200176447,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,RNA-sequencing of Influenza A.Cali09 specific CD4+ T cells from healthy UK adults
GSE175551,include_for_source_verification,snapshots/gds_summaries.json result.200175551,Explicit human influenza challenge lead; series metadata inspected.,BioVacSafe (Biomarkers for enhanced vaccine immunosafety) Influenza challenge
GSE102012,adjacent_vaccination_title,snapshots/gds_summaries.json result.200102012,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Systems Biology of Influenza A (H5N1) Virus Monovalent Vaccine with and without AS03 adjuvant
GSE166180,adjacent_vaccination_title,snapshots/gds_summaries.json result.200166180,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Single-cell analysis of the epigenomic and transcriptional landscape of innate immunity to seasonal and adjuvanted pandemic influenza vaccination in humans [ATAC-seq]
GSE166063,adjacent_vaccination_title,snapshots/gds_summaries.json result.200166063,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Single-cell analysis of the epigenomic and transcriptional landscape of innate immunity to seasonal and adjuvanted pandemic influenza vaccination in humans
GSE165907,adjacent_vaccination_title,snapshots/gds_summaries.json result.200165907,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Single-cell analysis of the epigenomic and transcriptional landscape of innate immunity to seasonal and adjuvanted pandemic influenza vaccination in humans
GSE165906,adjacent_vaccination_title,snapshots/gds_summaries.json result.200165906,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Single-cell analysis of the epigenomic and transcriptional landscape of innate immunity to seasonal and adjuvanted pandemic influenza vaccination in humans (TIV_scATAC-seq)
GSE165905,adjacent_vaccination_title,snapshots/gds_summaries.json result.200165905,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Single-cell analysis of the epigenomic and transcriptional landscape of innate immunity to seasonal and adjuvanted pandemic influenza vaccination in humans (TIV_scRNA-seq)
GSE165904,adjacent_vaccination_title,snapshots/gds_summaries.json result.200165904,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Single-cell analysis of the epigenomic and transcriptional landscape of innate immunity to seasonal and adjuvanted pandemic influenza vaccination in humans (H5N1_scATAC-seq)
GSE165903,adjacent_vaccination_title,snapshots/gds_summaries.json result.200165903,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Single-cell analysis of the epigenomic and transcriptional landscape of innate immunity to seasonal and adjuvanted pandemic influenza vaccination in humans (H5N1_scRNA-seq)
GSE167893,adjacent_vaccination_title,snapshots/gds_summaries.json result.200167893,Vaccination-focused title; not evidence of wild-type human influenza challenge.,"Transcriptional and Immunologic Correlates of Response to Pandemic Influenza Vaccine in Aviremic, HIV-Infected Children"
GSE164649,adjacent_vaccination_title,snapshots/gds_summaries.json result.200164649,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Pneumococcal colonization impairs nasal and lung mucosal immune responses to Live Attenuated Influenza Vaccination in adults
GSE167823,adjacent_vaccination_title,snapshots/gds_summaries.json result.200167823,Vaccination-focused title; not evidence of wild-type human influenza challenge.,The memory B cell response to influenza vaccination is impaired in older persons
GSE166545,adjacent_vaccination_title,snapshots/gds_summaries.json result.200166545,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Blood gene expression profiles following influenza vaccination in pregnant women
GSE151558,adjacent_vaccination_title,snapshots/gds_summaries.json result.200151558,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Sex-Specific Differences of Humoral Immunity and Transcriptome Diversification in Older Adults Vaccinated with Inactivated Quadrivalent Influenza Vaccines
GSE155730,adjacent_cell_or_ex_vivo_title,snapshots/gds_summaries.json result.200155730,"Cell, tissue, organoid, or in vitro experiment title; not deliberate human participant inoculation.",IVIGET (In Vitro Gene Expression Testing)
GSE159884,adjacent_vaccination_title,snapshots/gds_summaries.json result.200159884,Vaccination-focused title; not evidence of wild-type human influenza challenge.,RNAseq from nasopharyngeal swab RNA prior to intranasal live attenuated influenza vaccine in children
GSE148633,adjacent_vaccination_title,snapshots/gds_summaries.json result.200148633,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Human B cell response to influenza vaccination
GSE153559,title_screened_not_selected,snapshots/gds_summaries.json result.200153559,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,scRNAseq of activated cells of the B cell lineage in the tumor microenvironment
GSE142709,title_screened_not_selected,snapshots/gds_summaries.json result.200142709,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,IFN-kappa Suppresses the Replication of Influenza A Virus through IFNAR-MAPK-Fos-CHD6 Axis
GSE142708,adjacent_cell_or_ex_vivo_title,snapshots/gds_summaries.json result.200142708,"Cell, tissue, organoid, or in vitro experiment title; not deliberate human participant inoculation.",Transcriptional response to IFN-κ and IFN-κDual in A549 cell line
GSE144540,adjacent_vaccination_title,snapshots/gds_summaries.json result.200144540,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Transcriptional profiles in pregnant women in response to vaccination
GSE101709,adjacent_vaccination_title,snapshots/gds_summaries.json result.200101709,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Gene expression analysis of Influenza vaccine response in Young and Old - Year 4
GSE95584,adjacent_vaccination_title,snapshots/gds_summaries.json result.200095584,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Gene expression analysis of Influenza vaccine response in Young and Old - Year 3 - B and T cells
GSE65442,adjacent_vaccination_title,snapshots/gds_summaries.json result.200065442,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Gene expression analysis of Influenza vaccine response in Young and Old - Year 2 - B and T cells
GSE65440,adjacent_vaccination_title,snapshots/gds_summaries.json result.200065440,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Gene expression analysis of Influenza vaccine response in Young and Old - Year 1 - B and T cells
GSE134416,adjacent_vaccination_title,snapshots/gds_summaries.json result.200134416,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Vaccine-induced ICOS+CD38+ cTfh are sensitive biosensors of age-related changes in inflammatory pathways
GSE120718,adjacent_vaccination_title,snapshots/gds_summaries.json result.200120718,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Perturbation of the metabolic phenotypes of vaccination by the gut microbiome in humans [phase II]
GSE120717,adjacent_vaccination_title,snapshots/gds_summaries.json result.200120717,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Perturbation of the metabolic phenotypes of vaccination by the gut microbiome in humans [phase I]
GSE133478,adjacent_vaccination_title,snapshots/gds_summaries.json result.200133478,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Influenza Vaccination Primes Human Myeloid Cell Cytokine Secretion and Natural Killer Cell Function
GSE134227,adjacent_vaccination_title,snapshots/gds_summaries.json result.200134227,Vaccination-focused title; not evidence of wild-type human influenza challenge.,The effect of H1N1 vaccination on serum miRNA expression in children: a tale of caution for microRNA microarray studies
GSE132923,title_screened_not_selected,snapshots/gds_summaries.json result.200132923,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,Activation Dynamics and Immunoglobulin Evolution of Pre-existing and Newly Generated Human Memory B-cell Responses to Influenza Hemagglutinin
GSE101710,adjacent_vaccination_title,snapshots/gds_summaries.json result.200101710,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Gene expression analysis of Influenza vaccine response in Young and Old - Year 5
GSE118223,include_for_source_verification,snapshots/gds_summaries.json result.200118223,Explicit human influenza challenge lead; series metadata inspected.,Role of antibodies in peripheral blood leukocyte gene expression during influenza human challenge
GSE128224,adjacent_vaccination_title,snapshots/gds_summaries.json result.200128224,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Whole blood RNAseq following live attenuated influenza vaccine in Gambian children
