access_level,declared_snapshot_path,doi,hash_matched_local_snapshot,matching_local_paths,raw_biological_data_claim,scope,snapshot_sha256,source_id,source_key,source_type,title,url
resource_landing_page,research/references/resource_13.html,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/resource_13.html"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/resource_13.html"",""atlas/releases/0.2.0/input_snapshot/research/references/resource_13.html"",""atlas/research/references/resource_13.html""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,b6d3907cdd632f5683eedc24a3d58dcce48872aab0d786a25401bcea9361f86b,R013,preserved_baseline_0.2.0:R013,resource,CELLxGENE,https://cellxgene.cziscience.com/
resource_landing_page,research/references/resource_14.html,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/resource_14.html"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/resource_14.html"",""atlas/releases/0.2.0/input_snapshot/research/references/resource_14.html"",""atlas/research/references/resource_14.html""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,7e6c4ef019bf27d8cb9a9629b9c5d42b693e665b7ecab045de42240a2fac559a,R014,preserved_baseline_0.2.0:R014,resource,Human Protein Atlas,https://www.proteinatlas.org/
resource_landing_page,research/references/resource_15.html,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/resource_15.html"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/resource_15.html"",""atlas/releases/0.2.0/input_snapshot/research/references/resource_15.html"",""atlas/research/references/resource_15.html""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,cda8f7e324124dbe19fd1d8f88e8b9c943bde9401e736dcbbd0c796f0bb18731,R015,preserved_baseline_0.2.0:R015,resource,GEO,https://www.ncbi.nlm.nih.gov/geo/
resource_landing_page,research/references/resource_16.html,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/resource_16.html"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/resource_16.html"",""atlas/releases/0.2.0/input_snapshot/research/references/resource_16.html"",""atlas/research/references/resource_16.html""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,2ad2677117c93b148ae0dcdebe064633fbe1da4309b7b48a51c8e277fe1fa251,R016,preserved_baseline_0.2.0:R016,resource,BioStudies/ArrayExpress,https://www.ebi.ac.uk/biostudies/arrayexpress
resource_landing_page,research/references/resource_17.html,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/resource_17.html"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/resource_17.html"",""atlas/releases/0.2.0/input_snapshot/research/references/resource_17.html"",""atlas/research/references/resource_17.html""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,fd2cb3ca8404a66d05485772912d96255cc7f73f95c6dd10e9bc20bfa3f64af5,R017,preserved_baseline_0.2.0:R017,resource,ImmPort,https://www.immport.org/
retrieval_failed,unavailable,unavailable,False,[],"Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,unavailable,R018,preserved_baseline_0.2.0:R018,resource,BLUEPRINT,https://www.blueprint-epigenome.eu/
resource_landing_page,research/references/resource_19.html,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/resource_19.html"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/resource_19.html"",""atlas/releases/0.2.0/input_snapshot/research/references/resource_19.html"",""atlas/research/references/resource_19.html""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,8a3ba035dc6cda9acafe552c2af2b0571221def0601a5a387a22d207b567c850,R019,preserved_baseline_0.2.0:R019,resource,DICE,https://dice-database.org/
resource_landing_page,research/references/resource_20.html,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/resource_20.html"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/resource_20.html"",""atlas/releases/0.2.0/input_snapshot/research/references/resource_20.html"",""atlas/research/references/resource_20.html""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,8ad515e1f6d2f397eb905a8c1566494aaaa3e19f7e692c683d3f6648b8645f77,R020,preserved_baseline_0.2.0:R020,resource,ProteomeXchange,https://www.proteomexchange.org/
resource_landing_page,research/references/resource_21.html,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/resource_21.html"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/resource_21.html"",""atlas/releases/0.2.0/input_snapshot/research/references/resource_21.html"",""atlas/research/references/resource_21.html""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,aa9c2044fcadce3637f78c43798812a3ef830b0415cf674b8672b349f8b660f9,R021,preserved_baseline_0.2.0:R021,resource,PRIDE,https://www.ebi.ac.uk/pride/
resource_landing_page,research/references/resource_22.html,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/resource_22.html"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/resource_22.html"",""atlas/releases/0.2.0/input_snapshot/research/references/resource_22.html"",""atlas/research/references/resource_22.html""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,5e0cb3553ee8959f280e8fd7da240434e03a885ca8108dde4e20022767c98a5a,R022,preserved_baseline_0.2.0:R022,resource,UniProt,https://www.uniprot.org/
resource_landing_page,research/references/resource_23.html,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/resource_23.html"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/resource_23.html"",""atlas/releases/0.2.0/input_snapshot/research/references/resource_23.html"",""atlas/research/references/resource_23.html""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,7ae0b9b85f8737c419b00282de2ac4106165dca2f48e7ef9ce6284e32b9be0fc,R023,preserved_baseline_0.2.0:R023,resource,IUPHAR IL-12,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4977
API_JSON_identity,research/references/uniprot_CCL11.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_CCL11.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_CCL11.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_CCL11.json"",""atlas/research/references/uniprot_CCL11.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,e6a6bc43ad1949904efb185cb3ba96d5ed3e6a413be735617d837fe3ca79e901,UP_P51671,preserved_baseline_0.2.0:UP_P51671,resource,CCL11 human protein identity,https://rest.uniprot.org/uniprotkb/P51671.json
API_JSON_identity,research/references/uniprot_CCL13.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_CCL13.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_CCL13.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_CCL13.json"",""atlas/research/references/uniprot_CCL13.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,fcbf90dfe2f8a72bf34e0f461e00bec4e0570578ffddf5a809db23241157b63e,UP_Q99616,preserved_baseline_0.2.0:UP_Q99616,resource,CCL13 human protein identity,https://rest.uniprot.org/uniprotkb/Q99616.json
API_JSON_identity,research/references/uniprot_CCL17.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_CCL17.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_CCL17.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_CCL17.json"",""atlas/research/references/uniprot_CCL17.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,91be4ae1029f2f7fda075cd3d71ec7d8c3ccd7e6e9ae67a8008458b91571305e,UP_Q92583,preserved_baseline_0.2.0:UP_Q92583,resource,CCL17 human protein identity,https://rest.uniprot.org/uniprotkb/Q92583.json
API_JSON_identity,research/references/uniprot_CCL2.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_CCL2.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_CCL2.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_CCL2.json"",""atlas/research/references/uniprot_CCL2.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,af5e39a492bb231b9c574b15072f1571637445068dae3843d2268a4653f02730,UP_P13500,preserved_baseline_0.2.0:UP_P13500,resource,CCL2 human protein identity,https://rest.uniprot.org/uniprotkb/P13500.json
API_JSON_identity,research/references/uniprot_CCL22.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_CCL22.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_CCL22.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_CCL22.json"",""atlas/research/references/uniprot_CCL22.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,cbd6c304448f3d236ddefa0726c93c66b5a45392ba11605cdfb380f10cd8a514,UP_O00626,preserved_baseline_0.2.0:UP_O00626,resource,CCL22 human protein identity,https://rest.uniprot.org/uniprotkb/O00626.json
API_JSON_identity,research/references/uniprot_CCL26.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_CCL26.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_CCL26.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_CCL26.json"",""atlas/research/references/uniprot_CCL26.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,77d1b55e180906f46407c713bf0919f1790fc6898249b6548e5aa8ef182fc5ba,UP_Q9Y258,preserved_baseline_0.2.0:UP_Q9Y258,resource,CCL26 human protein identity,https://rest.uniprot.org/uniprotkb/Q9Y258.json
API_JSON_identity,research/references/uniprot_CCL3.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_CCL3.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_CCL3.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_CCL3.json"",""atlas/research/references/uniprot_CCL3.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,f60c8beadec02ecd90cc38521bf90bc45cb631c3d5926386a9f29d05b4b53576,UP_P10147,preserved_baseline_0.2.0:UP_P10147,resource,CCL3 human protein identity,https://rest.uniprot.org/uniprotkb/P10147.json
API_JSON_identity,research/references/uniprot_CCL4.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_CCL4.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_CCL4.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_CCL4.json"",""atlas/research/references/uniprot_CCL4.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,bb90d278544edf2ecbd3b263495635f193f9c0b8592d2361835506e8720686de,UP_P13236,preserved_baseline_0.2.0:UP_P13236,resource,CCL4 human protein identity,https://rest.uniprot.org/uniprotkb/P13236.json
API_JSON_identity,research/references/uniprot_CSF2.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_CSF2.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_CSF2.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_CSF2.json"",""atlas/research/references/uniprot_CSF2.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,59983f09e79dca0479258b562b5c0481124dc92c9bbb71c69497ce09c8430a81,UP_P04141,preserved_baseline_0.2.0:UP_P04141,resource,CSF2 human protein identity,https://rest.uniprot.org/uniprotkb/P04141.json
API_JSON_identity,research/references/uniprot_CXCL10.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_CXCL10.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_CXCL10.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_CXCL10.json"",""atlas/research/references/uniprot_CXCL10.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,981ca215a3471f7b987ef9ed2e5368f93434400d791a379a9c23c82fd06d3aec,UP_P02778,preserved_baseline_0.2.0:UP_P02778,resource,CXCL10 human protein identity,https://rest.uniprot.org/uniprotkb/P02778.json
API_JSON_identity,research/references/uniprot_CXCL8.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_CXCL8.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_CXCL8.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_CXCL8.json"",""atlas/research/references/uniprot_CXCL8.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,19da5514a81bf17c3680e117d4e49f86d192fc54826fb022de4d7304b9d81d5d,UP_P10145,preserved_baseline_0.2.0:UP_P10145,resource,CXCL8 human protein identity,https://rest.uniprot.org/uniprotkb/P10145.json
API_JSON_identity,research/references/uniprot_IFNG.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_IFNG.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_IFNG.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_IFNG.json"",""atlas/research/references/uniprot_IFNG.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,9d276b5007880b6ba39d35194c87745c3f60f2bc2793468062e88328f3e5b205,UP_P01579,preserved_baseline_0.2.0:UP_P01579,resource,IFNG human protein identity,https://rest.uniprot.org/uniprotkb/P01579.json
API_JSON_identity,research/references/uniprot_IL10.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_IL10.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_IL10.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_IL10.json"",""atlas/research/references/uniprot_IL10.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,fd6bde5be61aa73ba6aac09bcff9fc92036b580367c09f9969b725174b649b1e,UP_P22301,preserved_baseline_0.2.0:UP_P22301,resource,IL10 human protein identity,https://rest.uniprot.org/uniprotkb/P22301.json
API_JSON_identity,research/references/uniprot_IL12A.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_IL12A.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_IL12A.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_IL12A.json"",""atlas/research/references/uniprot_IL12A.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,ce089ec46e6ee82b91bdf4a3f8e1263c83baaeb28081dd8eaed5ffd1b959a022,UP_P29459,preserved_baseline_0.2.0:UP_P29459,resource,IL12A human protein identity,https://rest.uniprot.org/uniprotkb/P29459.json
API_JSON_identity,research/references/uniprot_IL12B.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_IL12B.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_IL12B.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_IL12B.json"",""atlas/research/references/uniprot_IL12B.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,aefe8f13ba48952f0d1548e466bd3143647a8f9eadf1f722e070a8be5c9b5b18,UP_P29460,preserved_baseline_0.2.0:UP_P29460,resource,IL12B human protein identity,https://rest.uniprot.org/uniprotkb/P29460.json
API_JSON_identity,research/references/uniprot_IL13.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_IL13.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_IL13.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_IL13.json"",""atlas/research/references/uniprot_IL13.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,3664589414d41a843764556324da2a279cdd2ed1a7097b007e92d282366c1306,UP_P35225,preserved_baseline_0.2.0:UP_P35225,resource,IL13 human protein identity,https://rest.uniprot.org/uniprotkb/P35225.json
API_JSON_identity,research/references/uniprot_IL15.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_IL15.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_IL15.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_IL15.json"",""atlas/research/references/uniprot_IL15.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,a682b20afa52bfb33d35f98a5f30fa3cbaa2dac4da49acdd9bc67d2f31600c75,UP_P40933,preserved_baseline_0.2.0:UP_P40933,resource,IL15 human protein identity,https://rest.uniprot.org/uniprotkb/P40933.json
API_JSON_identity,research/references/uniprot_IL16.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_IL16.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_IL16.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_IL16.json"",""atlas/research/references/uniprot_IL16.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,787cb9ed6c0d5736719e08f5ad3cd7823cf1f13060e4bccb0b2c36a564d44fe0,UP_Q14005,preserved_baseline_0.2.0:UP_Q14005,resource,IL16 human protein identity,https://rest.uniprot.org/uniprotkb/Q14005.json
API_JSON_identity,research/references/uniprot_IL17A.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_IL17A.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_IL17A.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_IL17A.json"",""atlas/research/references/uniprot_IL17A.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,b475356a182537e3717192dd12b849b0ef559d1e61fe2cd60322ae54c7348e23,UP_Q16552,preserved_baseline_0.2.0:UP_Q16552,resource,IL17A human protein identity,https://rest.uniprot.org/uniprotkb/Q16552.json
API_JSON_identity,research/references/uniprot_IL1A.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_IL1A.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_IL1A.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_IL1A.json"",""atlas/research/references/uniprot_IL1A.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,9fc3a121a644741a9d7ffd41844dab9e556c2821ded130273979b51e6855140b,UP_P01583,preserved_baseline_0.2.0:UP_P01583,resource,IL1A human protein identity,https://rest.uniprot.org/uniprotkb/P01583.json
API_JSON_identity,research/references/uniprot_IL1B.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_IL1B.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_IL1B.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_IL1B.json"",""atlas/research/references/uniprot_IL1B.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,80677a941288d75bfa9451844eff7a9ed29b1dc718bf7658ab8d7470ac3a89a4,UP_P01584,preserved_baseline_0.2.0:UP_P01584,resource,IL1B human protein identity,https://rest.uniprot.org/uniprotkb/P01584.json
API_JSON_identity,research/references/uniprot_IL2.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_IL2.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_IL2.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_IL2.json"",""atlas/research/references/uniprot_IL2.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,11b4c9dfb95dcf90ba6f3abafdab2ef3290293eca78158c748d50152ea456f14,UP_P60568,preserved_baseline_0.2.0:UP_P60568,resource,IL2 human protein identity,https://rest.uniprot.org/uniprotkb/P60568.json
