bytes_listed,candidate_study_IDs,canonical_download_url,content_inspection,data_level,file_id,file_listing_verified,filename_study_label,git_oid,instrument_raw_claim,lfs_metadata,local_snapshot,local_snapshot_sha256,path_in_resource,resource_revision,study_ID,study_linkage_status
9174,"[""GSE199750""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/GSE199750_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/GSE199750_antibody.csv,True,GSE199750,2e8de04778ffad5a4aad35b19c1bde64eeb0f371,False,,data_dictionary/sources/hr_vilage/antibody/GSE199750_antibody.csv,626bf39c3cf02456aebaf8b83cb3e1907686397d040b03be27b6e4dbd51170c6,antibody/GSE199750_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE199750,exact_study_label
11184,"[""GSE201533""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/GSE201533_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/GSE201533_antibody.csv,True,GSE201533,feda2ee93eaf4679c96eb4667c37bedd9dedcecf,False,,data_dictionary/sources/hr_vilage/antibody/GSE201533_antibody.csv,03545e472e355e6042c5bf246a98070028c9e5b89b02d8a2a0a8b34503af9165,antibody/GSE201533_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE201533,exact_study_label
1909,"[""GSE201642""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/GSE201642_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/GSE201642_antibody.csv,True,GSE201642,7b92b79e926cb3aeae15520021e9e0aff2a28417,False,,data_dictionary/sources/hr_vilage/antibody/GSE201642_antibody.csv,290f2ec6cd927a5fb7a14a5b8041215b30cc65eee66d6a38801f136c9719b521,antibody/GSE201642_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE201642,exact_study_label
19892,"[""GSE207750""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/GSE207750_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/GSE207750_antibody.csv,True,GSE207750,8d406e92acaca781d392fd5eb297d1380b52adc9,False,,data_dictionary/sources/hr_vilage/antibody/GSE207750_antibody.csv,5af7f411356231de3c198099586c499ab0ee6a9f823d542bd38dfe59014206ab,antibody/GSE207750_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE207750,exact_study_label
2351,"[""GSE230494""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/GSE230494_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/GSE230494_antibody.csv,True,GSE230494,650d407fa2673ae39060e84808d39aa854d3f8fc,False,,data_dictionary/sources/hr_vilage/antibody/GSE230494_antibody.csv,226f66371c507e7f42c060b14a6511b406c1575de1a44f488baaf1543b0d7ed2,antibody/GSE230494_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE230494,exact_study_label
352,"[""GSE246525""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/GSE246525_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/GSE246525_antibody.csv,True,GSE246525,e7814cca2c0f71179a6e5c6ce58d49f307824003,False,,data_dictionary/sources/hr_vilage/antibody/GSE246525_antibody.csv,875a42ce9496e0e79eb6ff027179fb6bb4b0f96b6d6c0ffb860c9e885047e547,antibody/GSE246525_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE246525,exact_study_label
645,"[""GSE246937""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/GSE246937_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/GSE246937_antibody.csv,True,GSE246937,36c5591c18ab4cfe62c77fe9b1fb0e997e7d964a,False,,data_dictionary/sources/hr_vilage/antibody/GSE246937_antibody.csv,e6e30b4949d8204553d57047e1aa3fd1dcc3c992b2c709ad04d3f5a253ac03d6,antibody/GSE246937_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE246937,exact_study_label
1077,"[""GSE250023""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/GSE250023_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/GSE250023_antibody.csv,True,GSE250023,c4fbf9331381e3ffb90df7a527352fb7a9a3d20e,False,,data_dictionary/sources/hr_vilage/antibody/GSE250023_antibody.csv,1160279a0c3aa791d1711ca5710a86dd0f084d518e957c246ec3d8c314dce40c,antibody/GSE250023_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE250023,exact_study_label
630,"[""GSE29614""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/GSE29614_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/GSE29614_antibody.csv,True,GSE29614,3ed814a016dae6c266ba6f66472ac30931cfeac7,False,,data_dictionary/sources/hr_vilage/antibody/GSE29614_antibody.csv,3421e129084ba528716cfd2493df47c0d78d6d90399ab9e3ec24c12c97109ed5,antibody/GSE29614_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE29614,exact_study_label
1370,"[""GSE29615""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/GSE29615_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/GSE29615_antibody.csv,True,GSE29615,15153ac08bc3a9bb134da311b2634f0315f64b2c,False,,data_dictionary/sources/hr_vilage/antibody/GSE29615_antibody.csv,8de590fc6ac85090023ad3b62c0537be42b61de5e35a3e888cd5472a6ec3b786,antibody/GSE29615_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE29615,exact_study_label
1461,"[""GSE29617""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/GSE29617_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/GSE29617_antibody.csv,True,GSE29617,77c64371a6dd5750e70a502500f6500cefcad2f3,False,,data_dictionary/sources/hr_vilage/antibody/GSE29617_antibody.csv,d169c37674786e19c0f35bd4f8460c76761f775f9bdee4523857c02933bd2c58,antibody/GSE29617_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE29617,exact_study_label
4654,"[""GSE41080""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/GSE41080_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/GSE41080_antibody.csv,True,GSE41080,b3a617b6afc233d9421c715a91007c67b61b59d2,False,,data_dictionary/sources/hr_vilage/antibody/GSE41080_antibody.csv,8786f27d6d5be1fb773dface596a2a9907650d2bef540fe6f26aa14949c6efc4,antibody/GSE41080_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE41080,exact_study_label
4472,"[""GSE45735""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/GSE45735_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/GSE45735_antibody.csv,True,GSE45735,a10d1c1da1da4374960c81940ca8c92ab6e6bf51,False,,data_dictionary/sources/hr_vilage/antibody/GSE45735_antibody.csv,6066e1ad3a5c9884b3d5579a10be2615a4c6f4d0bf5aae9755e368e20efa1edb,antibody/GSE45735_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE45735,exact_study_label
8652,"[""GSE47353""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/GSE47353_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/GSE47353_antibody.csv,True,GSE47353,bab64dd262fa75376058d0bbe09ed73a23b75806,False,,data_dictionary/sources/hr_vilage/antibody/GSE47353_antibody.csv,042579326faffb5d01290d7ba0ce61ea18a0b9418657d0a50110736376f270dd,antibody/GSE47353_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE47353,exact_study_label
29426,"[""GSE48018""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/GSE48018_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/GSE48018_antibody.csv,True,GSE48018,3fcc4a5dd1aff8ce95e5221b99e10872e4eb56e8,False,,data_dictionary/sources/hr_vilage/antibody/GSE48018_antibody.csv,639362dfa2ded928411d43ced7b584176d81535c8e2992b8ae7bccfab6003b10,antibody/GSE48018_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE48018,exact_study_label
27326,"[""GSE48023""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/GSE48023_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/GSE48023_antibody.csv,True,GSE48023,765f535e8aa3ec74e33e576d0a75e759799e9af1,False,,data_dictionary/sources/hr_vilage/antibody/GSE48023_antibody.csv,e475edc8c53a6cec39328382dec9fa9ad09e238a18d90a55c17cfafb326d7c11,antibody/GSE48023_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE48023,exact_study_label
1457,"[""GSE48762""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/GSE48762_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/GSE48762_antibody.csv,True,GSE48762,9ade1741258d81cdfe7f2e912bd98a272b1cad86,False,,data_dictionary/sources/hr_vilage/antibody/GSE48762_antibody.csv,120bffb4d342b1239767f2a2668480800a57c5dcf3eea3b348c429599854a3cc,antibody/GSE48762_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE48762,exact_study_label
2138,"[""GSE59635""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/GSE59635_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/GSE59635_antibody.csv,True,GSE59635,3884441511c241059fbbc5f135e4eb22729ea15f,False,,data_dictionary/sources/hr_vilage/antibody/GSE59635_antibody.csv,62a5ca00967e79a786e6985f4b980b67f4a174fc35dd2c196d91a0c36bdc9415,antibody/GSE59635_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE59635,exact_study_label
3521,"[""GSE59654""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/GSE59654_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/GSE59654_antibody.csv,True,GSE59654,39d5cae4c6b9acaf393f90a0e589ae060c66ffa3,False,,data_dictionary/sources/hr_vilage/antibody/GSE59654_antibody.csv,76b63892649911b466b1e5fae2d0e0a77038e1c115e71d76d405e3225fbd810b,antibody/GSE59654_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE59654,exact_study_label
3725,"[""GSE59743""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/GSE59743_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/GSE59743_antibody.csv,True,GSE59743,167c64e7208a84b001eca52ab5a0c89aeb02d629,False,,data_dictionary/sources/hr_vilage/antibody/GSE59743_antibody.csv,15bebbf192279d7737032859582eeda360cc086a29cdc1aa9531e3964ad860cd,antibody/GSE59743_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE59743,exact_study_label
12594,"[""GSE68310""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/GSE68310_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/GSE68310_antibody.csv,True,GSE68310,9f91c92597cc36df31a04e052fbca195f4b51f6f,False,,data_dictionary/sources/hr_vilage/antibody/GSE68310_antibody.csv,4c156bfad95a708bff9330fec5d2ef1747df76de09af1ebd660b46b4df810794,antibody/GSE68310_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE68310,exact_study_label
1743,"[""GSE74811""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/GSE74811_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/GSE74811_antibody.csv,True,GSE74811,f1dbf27e470d759419c7108fbc04d977f4404b1d,False,,data_dictionary/sources/hr_vilage/antibody/GSE74811_antibody.csv,6bff02566307a7a6da42e1a44aae156f76521ab97ab85c221cc4fed3ed2a81c6,antibody/GSE74811_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE74811,exact_study_label
4010,"[""GSE74813""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/GSE74813_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/GSE74813_antibody.csv,True,GSE74813,13ee5dfcfe4e11d8746e8ae158755beb4dac2df2,False,,data_dictionary/sources/hr_vilage/antibody/GSE74813_antibody.csv,8f2d9e8a16d60cb617c13875d7c47f5a1bae426cd0e963eed10f2b37b8e50271,antibody/GSE74813_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE74813,exact_study_label
1637,"[""GSE74815""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/GSE74815_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/GSE74815_antibody.csv,True,GSE74815,6394c1e3ba9285eb2c3507e89d9565bb3eefc0e9,False,,data_dictionary/sources/hr_vilage/antibody/GSE74815_antibody.csv,5756751989fc078483c77056895a8ed88ae3fbd2ac07f03b232d9a4a00474cc7,antibody/GSE74815_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE74815,exact_study_label
4341,"[""GSE74816""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/GSE74816_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/GSE74816_antibody.csv,True,GSE74816,4d7db06f0ff346532c79bc3bf962eee9224a9176,False,,data_dictionary/sources/hr_vilage/antibody/GSE74816_antibody.csv,a1cac08add870ee5adc0b822ca963e0c4b1a08f3b02b66b030680279f860f624,antibody/GSE74816_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE74816,exact_study_label
4558,"[""SDY112""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/SDY112_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/SDY112_antibody.csv,True,SDY112,0636156c8e7fcc08765e970d1882f20c690288b2,False,,data_dictionary/sources/hr_vilage/antibody/SDY112_antibody.csv,27a2c56e9fad3426fd4022c5453c3d4706eb47f4bc58f5a38264d3eb3886c6e6,antibody/SDY112_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,SDY112,exact_study_label
3226,"[""SDY311""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/SDY311_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/SDY311_antibody.csv,True,SDY311,4a36d4ad4dea10ab39e15e368136bd137bfbd769,False,,data_dictionary/sources/hr_vilage/antibody/SDY311_antibody.csv,2c7690b20f78e00bb79abb477bec3016b74e815f6cb9b6f9c542697e732ed9d5,antibody/SDY311_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,SDY311,exact_study_label
5567,[],https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/SDY312_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/SDY312_antibody.csv,True,SDY312,b63f1f29b5523714e7222b61f27b40f3ec820d8b,False,,data_dictionary/sources/hr_vilage/antibody/SDY312_antibody.csv,45081e97178f567fafecc56dc20a400b7f949eeff2828af7efe051002118a1d6,antibody/SDY312_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,,no_single_study_link_established
6372,[],https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/SDY314_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/SDY314_antibody.csv,True,SDY314,cb4dd90f5fc46883ec7272c1787c7420b8543e70,False,,data_dictionary/sources/hr_vilage/antibody/SDY314_antibody.csv,0e368cab6d9dc1c4f1e9d0fd6ce270809bee6f948ba56208523ff0929b04cc1e,antibody/SDY314_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,,no_single_study_link_established
3627,"[""SDY315""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/SDY315_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/SDY315_antibody.csv,True,SDY315,12d4a7fb586e226720941c8ae0e5c7012cd79de7,False,,data_dictionary/sources/hr_vilage/antibody/SDY315_antibody.csv,90a9bc1370478fa74ef5945e39b7806c636192ee2bd02eaf7a23317d5668c635,antibody/SDY315_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,SDY315,exact_study_label
1579,"[""challenge_covid19""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/antibody/challenge_covid19_antibody.csv,local_metadata_or_antibody_table,reported_antibody_measurements_with_derived_summary_columns,HF:antibody/challenge_covid19_antibody.csv,True,challenge_covid19,a76cce85467f26e8237ef420b985d81361179be7,False,,data_dictionary/sources/hr_vilage/antibody/challenge_covid19_antibody.csv,22ad28cf4f49ae4690a8d78ebb68366659789b79f8ecf2c6bc2e1556b3197615,antibody/challenge_covid19_antibody.csv,c68349578b97af04d1102eac5ad9f30f85362c53,challenge_covid19,exact_study_label
210421121,"[""E_MTAB_12993_blood""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/E_MTAB_12993_blood_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/E_MTAB_12993_blood_gene_expr.csv,True,E_MTAB_12993_blood,d1a0e0a1a1129d42c0c0856bfd35be81650f2044,False,"{""oid"":""3d97d41fb033a523be76ab5404963e8299ba4e46f3a7387850ed405f39e9d3a8"",""pointerSize"":134,""size"":210421121}",,,bulk_gene_expr/E_MTAB_12993_blood_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,E_MTAB_12993_blood,exact_study_label
55300487,"[""E_MTAB_12993_nose""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/E_MTAB_12993_nose_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/E_MTAB_12993_nose_gene_expr.csv,True,E_MTAB_12993_nose,dda45aaf64b33f9e8e1f982c2c62f8e4c81c79f5,False,"{""oid"":""9b297dd86f74fb4eba98d1e8414bdb4a12a1e25560e76843e1bf41f60c4f3271"",""pointerSize"":133,""size"":55300487}",,,bulk_gene_expr/E_MTAB_12993_nose_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,E_MTAB_12993_nose,exact_study_label
