column_position_1based,definition,gene_label,schema_role,source_path,units
12,Source-provided gene/feature label; no independent ontology verification.,A4GNT,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
13,Source-provided gene/feature label; no independent ontology verification.,AAAS,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
14,Source-provided gene/feature label; no independent ontology verification.,AACS,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15,Source-provided gene/feature label; no independent ontology verification.,AACSP1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16,Source-provided gene/feature label; no independent ontology verification.,AADAC,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
17,Source-provided gene/feature label; no independent ontology verification.,AADACL2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
18,Source-provided gene/feature label; no independent ontology verification.,AADACL2-AS1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
19,Source-provided gene/feature label; no independent ontology verification.,AADACL3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
20,Source-provided gene/feature label; no independent ontology verification.,AADACL4,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
21,Source-provided gene/feature label; no independent ontology verification.,AADACP1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
22,Source-provided gene/feature label; no independent ontology verification.,AADAT,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
23,Source-provided gene/feature label; no independent ontology verification.,AAGAB,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
24,Source-provided gene/feature label; no independent ontology verification.,AAK1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
25,Source-provided gene/feature label; no independent ontology verification.,AAMDC,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
26,Source-provided gene/feature label; no independent ontology verification.,AAMP,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
27,Source-provided gene/feature label; no independent ontology verification.,AANAT,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
28,Source-provided gene/feature label; no independent ontology verification.,AAR2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
29,Source-provided gene/feature label; no independent ontology verification.,AARD,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
30,Source-provided gene/feature label; no independent ontology verification.,AARS1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
31,Source-provided gene/feature label; no independent ontology verification.,AARS1P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
32,Source-provided gene/feature label; no independent ontology verification.,AARS2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
33,Source-provided gene/feature label; no independent ontology verification.,AARSD1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
34,Source-provided gene/feature label; no independent ontology verification.,AARSD1P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
35,Source-provided gene/feature label; no independent ontology verification.,AASDH,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
36,Source-provided gene/feature label; no independent ontology verification.,AASDHPPT,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
37,Source-provided gene/feature label; no independent ontology verification.,AASS,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
38,Source-provided gene/feature label; no independent ontology verification.,AATBC,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39,Source-provided gene/feature label; no independent ontology verification.,AATF,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
40,Source-provided gene/feature label; no independent ontology verification.,AATK,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
41,Source-provided gene/feature label; no independent ontology verification.,ABALON,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
42,Source-provided gene/feature label; no independent ontology verification.,ABAT,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
43,Source-provided gene/feature label; no independent ontology verification.,ABCA1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
44,Source-provided gene/feature label; no independent ontology verification.,ABCA10,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
45,Source-provided gene/feature label; no independent ontology verification.,ABCA11P,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
46,Source-provided gene/feature label; no independent ontology verification.,ABCA12,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
47,Source-provided gene/feature label; no independent ontology verification.,ABCA13,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
48,Source-provided gene/feature label; no independent ontology verification.,ABCA15P,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
49,Source-provided gene/feature label; no independent ontology verification.,ABCA17P,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
50,Source-provided gene/feature label; no independent ontology verification.,ABCA2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
51,Source-provided gene/feature label; no independent ontology verification.,ABCA3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
52,Source-provided gene/feature label; no independent ontology verification.,ABCA3P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
53,Source-provided gene/feature label; no independent ontology verification.,ABCA4,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
54,Source-provided gene/feature label; no independent ontology verification.,ABCA5,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
55,Source-provided gene/feature label; no independent ontology verification.,ABCA6,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
56,Source-provided gene/feature label; no independent ontology verification.,ABCA7,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
57,Source-provided gene/feature label; no independent ontology verification.,ABCA8,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
58,Source-provided gene/feature label; no independent ontology verification.,ABCA9,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
59,Source-provided gene/feature label; no independent ontology verification.,ABCA9-AS1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
60,Source-provided gene/feature label; no independent ontology verification.,ABCB1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
61,Source-provided gene/feature label; no independent ontology verification.,ABCB10,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
62,Source-provided gene/feature label; no independent ontology verification.,ABCB10P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
63,Source-provided gene/feature label; no independent ontology verification.,ABCB10P3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
64,Source-provided gene/feature label; no independent ontology verification.,ABCB10P4,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
65,Source-provided gene/feature label; no independent ontology verification.,ABCB11,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
66,Source-provided gene/feature label; no independent ontology verification.,ABCB4,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
67,Source-provided gene/feature label; no independent ontology verification.,ABCB5,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
68,Source-provided gene/feature label; no independent ontology verification.,ABCB6,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
69,Source-provided gene/feature label; no independent ontology verification.,ABCB7,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
70,Source-provided gene/feature label; no independent ontology verification.,ABCB8,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
71,Source-provided gene/feature label; no independent ontology verification.,ABCB9,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
72,Source-provided gene/feature label; no independent ontology verification.,ABCC1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
73,Source-provided gene/feature label; no independent ontology verification.,ABCC10,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
74,Source-provided gene/feature label; no independent ontology verification.,ABCC11,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
75,Source-provided gene/feature label; no independent ontology verification.,ABCC12,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
76,Source-provided gene/feature label; no independent ontology verification.,ABCC13,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
77,Source-provided gene/feature label; no independent ontology verification.,ABCC2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
78,Source-provided gene/feature label; no independent ontology verification.,ABCC3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
79,Source-provided gene/feature label; no independent ontology verification.,ABCC4,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
80,Source-provided gene/feature label; no independent ontology verification.,ABCC5,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
81,Source-provided gene/feature label; no independent ontology verification.,ABCC5-AS1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
82,Source-provided gene/feature label; no independent ontology verification.,ABCC6,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
83,Source-provided gene/feature label; no independent ontology verification.,ABCC6P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
84,Source-provided gene/feature label; no independent ontology verification.,ABCC6P2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
85,Source-provided gene/feature label; no independent ontology verification.,ABCC8,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
86,Source-provided gene/feature label; no independent ontology verification.,ABCC9,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
87,Source-provided gene/feature label; no independent ontology verification.,ABCD1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
88,Source-provided gene/feature label; no independent ontology verification.,ABCD1P2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
89,Source-provided gene/feature label; no independent ontology verification.,ABCD1P3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
90,Source-provided gene/feature label; no independent ontology verification.,ABCD1P4,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
91,Source-provided gene/feature label; no independent ontology verification.,ABCD1P5,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
92,Source-provided gene/feature label; no independent ontology verification.,ABCD2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
93,Source-provided gene/feature label; no independent ontology verification.,ABCD3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
94,Source-provided gene/feature label; no independent ontology verification.,ABCD4,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
95,Source-provided gene/feature label; no independent ontology verification.,ABCE1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
96,Source-provided gene/feature label; no independent ontology verification.,ABCF1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
97,Source-provided gene/feature label; no independent ontology verification.,ABCF2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
98,Source-provided gene/feature label; no independent ontology verification.,ABCF2-H2BK1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
99,Source-provided gene/feature label; no independent ontology verification.,ABCF2P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
100,Source-provided gene/feature label; no independent ontology verification.,ABCF2P2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
101,Source-provided gene/feature label; no independent ontology verification.,ABCF3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
102,Source-provided gene/feature label; no independent ontology verification.,ABCG1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
103,Source-provided gene/feature label; no independent ontology verification.,ABCG2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
104,Source-provided gene/feature label; no independent ontology verification.,ABCG4,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
105,Source-provided gene/feature label; no independent ontology verification.,ABCG5,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
106,Source-provided gene/feature label; no independent ontology verification.,ABCG8,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
107,Source-provided gene/feature label; no independent ontology verification.,ABHD1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
108,Source-provided gene/feature label; no independent ontology verification.,ABHD10,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
109,Source-provided gene/feature label; no independent ontology verification.,ABHD11,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
110,Source-provided gene/feature label; no independent ontology verification.,ABHD12,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
111,Source-provided gene/feature label; no independent ontology verification.,ABHD12B,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
112,Source-provided gene/feature label; no independent ontology verification.,ABHD13,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
113,Source-provided gene/feature label; no independent ontology verification.,ABHD14A,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
114,Source-provided gene/feature label; no independent ontology verification.,ABHD14A-ACY1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
115,Source-provided gene/feature label; no independent ontology verification.,ABHD14B,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
116,Source-provided gene/feature label; no independent ontology verification.,ABHD15,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
117,Source-provided gene/feature label; no independent ontology verification.,ABHD15-AS1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
118,Source-provided gene/feature label; no independent ontology verification.,ABHD16A,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
119,Source-provided gene/feature label; no independent ontology verification.,ABHD16B,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
120,Source-provided gene/feature label; no independent ontology verification.,ABHD17A,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
121,Source-provided gene/feature label; no independent ontology verification.,ABHD17AP1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
122,Source-provided gene/feature label; no independent ontology verification.,ABHD17AP3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
123,Source-provided gene/feature label; no independent ontology verification.,ABHD17AP4,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
124,Source-provided gene/feature label; no independent ontology verification.,ABHD17AP5,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
125,Source-provided gene/feature label; no independent ontology verification.,ABHD17AP6,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
126,Source-provided gene/feature label; no independent ontology verification.,ABHD17AP7,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
127,Source-provided gene/feature label; no independent ontology verification.,ABHD17AP8,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
128,Source-provided gene/feature label; no independent ontology verification.,ABHD17AP9,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
129,Source-provided gene/feature label; no independent ontology verification.,ABHD17B,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
130,Source-provided gene/feature label; no independent ontology verification.,ABHD17C,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
131,Source-provided gene/feature label; no independent ontology verification.,ABHD18,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
132,Source-provided gene/feature label; no independent ontology verification.,ABHD2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
133,Source-provided gene/feature label; no independent ontology verification.,ABHD3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
134,Source-provided gene/feature label; no independent ontology verification.,ABHD4,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
135,Source-provided gene/feature label; no independent ontology verification.,ABHD5,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
136,Source-provided gene/feature label; no independent ontology verification.,ABHD6,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
137,Source-provided gene/feature label; no independent ontology verification.,ABHD8,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
138,Source-provided gene/feature label; no independent ontology verification.,ABI1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
139,Source-provided gene/feature label; no independent ontology verification.,ABI1P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
140,Source-provided gene/feature label; no independent ontology verification.,ABI2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
141,Source-provided gene/feature label; no independent ontology verification.,ABI3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
142,Source-provided gene/feature label; no independent ontology verification.,ABI3BP,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
143,Source-provided gene/feature label; no independent ontology verification.,ABITRAM,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
144,Source-provided gene/feature label; no independent ontology verification.,ABITRAMP1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
145,Source-provided gene/feature label; no independent ontology verification.,ABL1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
