change_id,record_type,record_id,previous_version,new_version,change_type,old_record,new_record
DELTA_392068d7c803b802,prior_parameters,PRIOR_XCH_A005_protein_availability,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A005"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""protein_availability"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A005_protein_availability"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_395f439cbe8d74d2,evidence_instances,EV_C-A19,0.1.0,0.2.0,modified,"{""assertion_id"":""C-A19"",""causal_directness"":""Neutralization and contact-separation contrast in coculture."",""cohort_id"":""C-CO07"",""effect_size"":""unavailable"",""effect_unit"":""unavailable"",""evidence_id"":""EV_C-A19"",""evidence_relation"":""supports"",""evidence_summary"":""Blocking IL15 reduced DC-induced NK proliferation."",""extraction_lane"":""cytokine"",""limitations"":""Abstract plus figure search excerpts; requires full-text review."",""null_adequacy"":""unavailable"",""qc_status"":""needs_full_text"",""source_id"":""C-S07"",""source_locator"":""Fig4D; Abstract"",""tested_hypothesis"":""IL15 neutralization decreases NK-cell proliferation; measurement=cellular_phenotype; context={\""age\"": \""unavailable\"", \""ancestry\"": \""unavailable\"", \""assay\"": \""CFSE dilution\"", \""cell_state\"": \""CD56brightCD16-negative enriched response\"", \""cell_type\"": \""NK cell with autologous monocyte-derived DC\"", \""developmental_state\"": \""unavailable\"", \""disease\"": \""unavailable\"", \""disease_severity\"": \""unavailable\"", \""dose\"": \""unavailable\"", \""duration\"": \""6 days\"", \""genomic_background\"": \""unavailable\"", \""sex\"": \""unavailable\"", \""species\"": \""Homo sapiens\"", \""stimulation\"": \""mature DC coculture; anti-IL15\"", \""time_point\"": \""6 days\"", \""tissue\"": \""peripheral blood\"", \""treatment_status\"": \""unavailable\""}"",""uncertainty"":""Donor count and detailed assay conditions unresolved.""}","{""assertion_id"":""C-A19"",""causal_directness"":""Neutralization and contact-separation contrast in coculture."",""cohort_id"":""C-CO07"",""effect_size"":""unavailable"",""effect_unit"":""unavailable"",""evidence_id"":""EV_C-A19"",""evidence_relation"":""supports"",""evidence_summary"":""Blocking IL15 reduced DC-induced NK proliferation."",""extraction_lane"":""cytokine"",""limitations"":""Full article inspected in Chrome; selected passages archived. Six-day CFSE readout; antibody concentration and independent donor count unavailable. No complete receptor/signaling path inferred."",""null_adequacy"":""unavailable"",""qc_status"":""reviewed_extraction"",""source_id"":""C-S07"",""source_locator"":""Materials and Methods: Proliferation Assay by CFSE Dilution; Figure4D and Results, in chrome_NK_DC_passages.json"",""tested_hypothesis"":""IL15 neutralization reduces proliferation in the specified six-day human NK/DC coculture"",""uncertainty"":""Donor count and detailed assay conditions unresolved.""}"
DELTA_39655381d92d1b40,edge_assertions,XRE-A01,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A01"",""candidate_path"":""unavailable"",""context_id"":""CTX_d904fdc17ebc89b7"",""contradiction_group"":""unavailable"",""direction"":""increase"",""evidence_tier"":""P2"",""measurement"":""protein_activity"",""object_id"":""ENT_27248508a679f26a"",""predicate"":""increases_Y641_phosphorylation"",""qualitative_confidence"":""moderate"",""status"":""reviewed"",""subject_id"":""ENT_b68a57fbf39e14f2""}"
DELTA_399f77af373f21eb,prior_parameters,PRIOR_XCH_A003_context_specific,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A003"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""context_specific"",""parameters"":""{\""context_id\"":\""CTX_f6357345a82f7b1d\""}"",""prior_id"":""PRIOR_XCH_A003_context_specific"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_39ceec7d0d04b58f,prior_parameters,PRIOR_XCH_A003_temporal,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A003"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""temporal"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A003_temporal"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_3a0fc69e681ae72c,prior_parameters,PRIOR_XCH_A019_human_transportability,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A019"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""human_transportability"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A019_human_transportability"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_3a2e1517b3504495,evidence_instances,EV_XCI-A07,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A07"",""causal_directness"":""Cytokine perturbation; no receptor perturbation extracted."",""cohort_id"":""XCI-CO03"",""effect_size"":""unavailable"",""effect_unit"":""unavailable"",""evidence_id"":""EV_XCI-A07"",""evidence_relation"":""supports"",""evidence_summary"":""IL2 induced STAT5 tyrosine phosphorylation in human CD4 T cells at 15 minutes."",""extraction_lane"":""cytokine_expansion"",""limitations"":""Subset-stratified PBMC assay, not purified CD4 culture. CD25 association is not a receptor knockdown. No T-cell suppression or proliferation inferred from pSTAT5."",""null_adequacy"":""not_applicable"",""qc_status"":""reviewed_extraction"",""source_id"":""XCI-S03"",""source_locator"":""PMC6581624_selected.txt: pSTAT5 Analysis; Antibodies and Flow Cytometry; Results and Figure1"",""tested_hypothesis"":""IL2 activates the measured STAT5 phosphorylation response at 15 min in these primary human CD4 T cells."",""uncertainty"":""Five different adult donors; mean±SEM; detailed numerical dose-response points unavailable.""}"
DELTA_3a6ff6f8ea511fe8,prior_parameters,PRIOR_XCH_A003_genetic_modifier,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A003"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""genetic_modifier"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A003_genetic_modifier"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_3aa809a4efe54121,prior_parameters,PRIOR_XCH_A017_protein_availability,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A017"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""protein_availability"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A017_protein_availability"",""rationale"":""Contested/incomplete extraction withheld.""}"
DELTA_3b1c38c18cbde034,prior_parameters,PRIOR_XCH_A005_magnitude,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A005"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""magnitude"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A005_magnitude"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_3b28167da56f56eb,prior_parameters,PRIOR_XCI-A20_genetic_modifier,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A20"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""genetic_modifier"",""parameters"":""{}"",""prior_id"":""PRIOR_XCI-A20_genetic_modifier"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_3b4aaf92f1b04260,prior_parameters,PRIOR_XCH_A012_protein_availability,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A012"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""protein_availability"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A012_protein_availability"",""rationale"":""Contested/incomplete extraction withheld.""}"
DELTA_3ba3796508dc9354,prior_parameters,PRIOR_XCI-A12_magnitude,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A12"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""magnitude"",""parameters"":""{}"",""prior_id"":""PRIOR_XCI-A12_magnitude"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_3ba7f1272a69305f,evidence_instances,EV_XCH_A004,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A004"",""causal_directness"":""Ligand-response experiment limited to the stated cells and assay; receptor identity not assigned without direct blockade."",""cohort_id"":""XCH_CO001"",""effect_size"":""unavailable"",""effect_unit"":""unavailable"",""evidence_id"":""EV_XCH_A004"",""evidence_relation"":""supports"",""evidence_summary"":""The MCP4 eosinophil calcium response was sensitive to anti-CCR3 pretreatment."",""extraction_lane"":""chemokine_expansion"",""limitations"":""Antibody concentration unavailable in normalized data because PDF OCR corrupts microgram symbols. Donor overlap across readouts is unresolved. Dependence is restricted to these eosinophils and does not establish exclusive receptor use in other cells. The PDF calcium C5a-control prose appears inconsistent with the overall specificity interpretation; no independent calcium-control assertion is imported."",""null_adequacy"":""unavailable"",""qc_status"":""reviewed_extraction"",""source_id"":""XCH_S001"",""source_locator"":""Heath1997 Methods p179 calcium paragraph; Results p180 and Figure 4 p182; followup_fullmethods1.json lines223–234,326–337 plus followup_search6.json lines338–345."",""tested_hypothesis"":""CCR3 antibody blockade modifies CCL13-induced eosinophil intracellular calcium mobilization in fresh human blood eosinophils"",""uncertainty"":""unavailable""}"
DELTA_3bb79c89f4d3bcef,edge_assertions,XCI-A22,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A22"",""candidate_path"":""unavailable"",""context_id"":""CTX_e4951b75227a6980"",""contradiction_group"":""XCI-CONTEXT-IL2-COMPETENCE"",""direction"":""increase"",""evidence_tier"":""P2"",""measurement"":""cellular_phenotype"",""object_id"":""ENT_8533a37da587c5f7"",""predicate"":""increases_after_weak_PHA_preconditioning"",""qualitative_confidence"":""low"",""status"":""reviewed"",""subject_id"":""ENT_5fe34bc58d70f972""}"
DELTA_3bdd21b7098acf01,prior_parameters,PRIOR_XCH_A015_human_transportability,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A015"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""human_transportability"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A015_human_transportability"",""rationale"":""Contested/incomplete extraction withheld.""}"
DELTA_3c2a9db147e4a511,prior_parameters,PRIOR_XCI-A07_effect_class,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A07"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""effect_class"",""parameters"":""{\""observed_direction\"":\""increase\""}"",""prior_id"":""PRIOR_XCI-A07_effect_class"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_3c93a0c3c385f9a9,prior_parameters,PRIOR_XCH_A016_temporal,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A016"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""temporal"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A016_temporal"",""rationale"":""Contested/incomplete extraction withheld.""}"
DELTA_3cbf44ce5a79c433,prior_parameters,PRIOR_XCH_A007_human_transportability,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A007"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""human_transportability"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A007_human_transportability"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_3ce881cb65312150,prior_parameters,PRIOR_XRE-A04_genetic_modifier,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A04"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""genetic_modifier"",""parameters"":""{}"",""prior_id"":""PRIOR_XRE-A04_genetic_modifier"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_3dc32bf45ccd7419,prior_parameters,PRIOR_XCI-A10_temporal,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A10"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""temporal"",""parameters"":""{}"",""prior_id"":""PRIOR_XCI-A10_temporal"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_3df807da378c8c68,prior_parameters,PRIOR_XCI-A04_direction,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A04"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""Dirichlet"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""direction"",""parameters"":""{\""alpha\"":[2.0,1.0,1.0],\""categories\"":[\""increase\"",\""decrease\"",\""other\""]}"",""prior_id"":""PRIOR_XCI-A04_direction"",""rationale"":""Direction uncertainty is separate from existence and from effect magnitude.""}"
DELTA_3e267ddc7d633354,evidence_instances,EV_XCH_A017,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A017"",""causal_directness"":""Ligand-response experiment limited to the stated cells and assay; receptor identity not assigned without direct blockade."",""cohort_id"":""XCH_CO007"",""effect_size"":""unavailable"",""effect_unit"":""unavailable"",""evidence_id"":""EV_XCH_A017"",""evidence_relation"":""supports"",""evidence_summary"":""Rapidly purified T cells responded to CCL4 without anti-CD3 stimulation."",""extraction_lane"":""chemokine_expansion"",""limitations"":""Exact ligand-specific dose, donor count and magnitude unavailable. Prolonged 37-degree incubation reduced mobility in this methods study; no intrinsic activation requirement is inferred."",""null_adequacy"":""unavailable"",""qc_status"":""needs_full_text"",""source_id"":""XCH_S006"",""source_locator"":""Publisher excerpt: Rapidly purified T cells sentence; open3.json."",""tested_hypothesis"":""CCL4 affects rapidly purified unstimulated T-cell chemotaxis in the explicitly recorded context of XCH_A017"",""uncertainty"":""unavailable""}"
DELTA_3e784e0d1946f347,prior_parameters,PRIOR_XCH_A007_existence,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A007"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""existence"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A007_existence"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_3e9a83918c7a298a,prior_parameters,PRIOR_XRE-A05_temporal,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A05"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""temporal"",""parameters"":""{}"",""prior_id"":""PRIOR_XRE-A05_temporal"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_3eb9987cbf6a29ce,prior_parameters,PRIOR_XCI-A11_context_specific,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A11"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""context_specific"",""parameters"":""{\""context_id\"":\""CTX_5bbb610de7a3d1fd\""}"",""prior_id"":""PRIOR_XCI-A11_context_specific"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_3efac32a940d1719,prior_parameters,PRIOR_XCH_A002_human_transportability,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A002"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""human_transportability"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A002_human_transportability"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_3f1dd11c3898cf4e,prior_parameters,PRIOR_XCH_A003_protein_availability,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A003"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""protein_availability"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A003_protein_availability"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_3f20c1bcd8a52d75,prior_parameters,PRIOR_XRE-A04_magnitude,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A04"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""magnitude"",""parameters"":""{}"",""prior_id"":""PRIOR_XRE-A04_magnitude"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_3fa0a6891a3600c5,prior_parameters,PRIOR_XCI-A05_expression,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A05"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""expression"",""parameters"":""{}"",""prior_id"":""PRIOR_XCI-A05_expression"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_3fd64e434b6a07e4,evidence_instances,EV_XCH_A006,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A006"",""causal_directness"":""Ligand-response experiment limited to the stated cells and assay; receptor identity not assigned without direct blockade."",""cohort_id"":""XCH_CO003"",""effect_size"":""unavailable"",""effect_unit"":""unavailable"",""evidence_id"":""EV_XCH_A006"",""evidence_relation"":""supports"",""evidence_summary"":""Asthmatic-donor eosinophils showed early and delayed migration phases with CCL26."",""extraction_lane"":""chemokine_expansion"",""limitations"":""Study recruitment30 asthma/8 healthy is distinct from experimental replicates. Figure2C n=7; Figure5 n=4 per group, each in duplicate; unique donors and overlap unavailable. IL5 is continuously present and may alter response context. The late antibody-insensitive component does not establish another receptor: unantagonized CCR3 conformations remain an explicit alternative."",""null_adequacy"":""unavailable"",""qc_status"":""reviewed_extraction"",""source_id"":""XCH_S002"",""source_locator"":""Provost2013 Methods jlb0213-sec-0005–0007; Results Figure2C for kinetics or Figure5C for blockade; Provost2013_chrome.txt."",""tested_hypothesis"":""CCL26 affects asthma-donor eosinophil migration in the explicitly recorded context of XCH_A006"",""uncertainty"":""unavailable""}"
DELTA_404e0467cb0b3411,prior_parameters,PRIOR_XCH_A019_context_specific,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A019"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""context_specific"",""parameters"":""{\""context_id\"":\""CTX_40ddeeeba3d0cbd3\""}"",""prior_id"":""PRIOR_XCH_A019_context_specific"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_40c98a8498fad601,prior_parameters,PRIOR_P_A01_direction,0.1.0,0.2.0,modified,"{""assertion_id"":""P_A01"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""direction"",""parameters"":""{}"",""prior_id"":""PRIOR_P_A01_direction"",""rationale"":""Contested/incomplete extraction withheld.""}","{""assertion_id"":""P_A01"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""direction"",""parameters"":""{}"",""prior_id"":""PRIOR_P_A01_direction"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_40dc45a3a3de522c,prior_parameters,PRIOR_XCH_A014_protein_availability,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A014"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""protein_availability"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A014_protein_availability"",""rationale"":""Contested/incomplete extraction withheld.""}"
DELTA_410a3d052289891a,prior_parameters,PRIOR_XCI-A11_effect_class,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A11"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""effect_class"",""parameters"":""{\""observed_direction\"":\""decrease\""}"",""prior_id"":""PRIOR_XCI-A11_effect_class"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_410f7a4a832f4310,prior_parameters,PRIOR_XCH_A025_existence,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A025"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""Beta"",""estimate"":0.6666666666666666,""estimate_without_journal"":0.6666666666666666,""independent_groups"":1,""parameter_family"":""existence"",""parameters"":""{\""alpha\"":2.0,\""beta\"":1.0}"",""prior_id"":""PRIOR_XCH_A025_existence"",""rationale"":""Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth.""}"
DELTA_416f721f7472d8d9,prior_parameters,PRIOR_XCH_A013_context_specific,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A013"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""context_specific"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A013_context_specific"",""rationale"":""Contested/incomplete extraction withheld.""}"
DELTA_41b1a3f53a35749a,prior_parameters,PRIOR_XCI-A12_context_specific,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A12"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""context_specific"",""parameters"":""{\""context_id\"":\""CTX_78d1d19c8183a8d3\""}"",""prior_id"":""PRIOR_XCI-A12_context_specific"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_41b877f072675f90,prior_parameters,PRIOR_XCI-A02_context_specific,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A02"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""context_specific"",""parameters"":""{\""context_id\"":\""CTX_a25ffe348514c215\""}"",""prior_id"":""PRIOR_XCI-A02_context_specific"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_41c11eeaa6003ead,prior_parameters,PRIOR_XCH_A013_existence,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A013"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""existence"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A013_existence"",""rationale"":""Contested/incomplete extraction withheld.""}"
DELTA_41fc080d1f1eec5f,prior_parameters,PRIOR_XCH_A006_existence,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A006"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""Beta"",""estimate"":0.6666666666666666,""estimate_without_journal"":0.6666666666666666,""independent_groups"":1,""parameter_family"":""existence"",""parameters"":""{\""alpha\"":2.0,\""beta\"":1.0}"",""prior_id"":""PRIOR_XCH_A006_existence"",""rationale"":""Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth.""}"
DELTA_42067cd7ae4e6d64,prior_parameters,PRIOR_XRE-A03_human_transportability,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A03"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""human_transportability"",""parameters"":""{}"",""prior_id"":""PRIOR_XRE-A03_human_transportability"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_4236c2ecf7be9945,edge_assertions,G-A020,0.1.0,0.2.0,modified,"{""assertion_id"":""G-A020"",""candidate_path"":""unavailable"",""context_id"":""CTX_66d5aceebe972f65"",""contradiction_group"":""unavailable"",""direction"":""association"",""evidence_tier"":""G1"",""measurement"":""association"",""object_id"":""ENT_b752306aa7e3264f"",""predicate"":""is_associated_with_disease_susceptibility"",""qualitative_confidence"":""low"",""status"":""needs_full_text"",""subject_id"":""ENT_a2943607c9485d43""}","{""assertion_id"":""G-A020"",""candidate_path"":""unavailable"",""context_id"":""CTX_cf2962a2555cc651"",""contradiction_group"":""unavailable"",""direction"":""association"",""evidence_tier"":""G1"",""measurement"":""association"",""object_id"":""ENT_b752306aa7e3264f"",""predicate"":""is_associated_with_disease_susceptibility"",""qualitative_confidence"":""moderate"",""status"":""reviewed"",""subject_id"":""ENT_a2943607c9485d43""}"
DELTA_42601e12d6501a95,prior_parameters,PRIOR_XCH_A014_effect_class,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A014"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""effect_class"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A014_effect_class"",""rationale"":""Contested/incomplete extraction withheld.""}"
DELTA_4273e06d623d02f5,edge_assertions,XCH_A019,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A019"",""candidate_path"":""unavailable"",""context_id"":""CTX_40ddeeeba3d0cbd3"",""contradiction_group"":""unavailable"",""direction"":""increase"",""evidence_tier"":""P2"",""measurement"":""cellular_phenotype"",""object_id"":""ENT_e4be1cb82d36b8d1"",""predicate"":""induces_intracellular_calcium_mobilization"",""qualitative_confidence"":""moderate"",""status"":""reviewed"",""subject_id"":""ENT_f38409a9b4ecd1e1""}"
