change_id,prior_id,previous_version,new_version,previous_parameters,new_parameters,reason
CHANGE_PRIOR_C-A09_temporal,PRIOR_C-A09_temporal,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A10_context_specific,PRIOR_C-A10_context_specific,unavailable,0.1.0,unavailable,"{""context_id"":""CTX_b4e83cbed949d2c2""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A10_direction,PRIOR_C-A10_direction,unavailable,0.1.0,unavailable,"{""alpha"":[1.0,2.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A10_effect_class,PRIOR_C-A10_effect_class,unavailable,0.1.0,unavailable,"{""observed_direction"":""decrease""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A10_existence,PRIOR_C-A10_existence,unavailable,0.1.0,unavailable,"{""alpha"":2.0,""beta"":1.0}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A10_expression,PRIOR_C-A10_expression,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A10_genetic_modifier,PRIOR_C-A10_genetic_modifier,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A10_human_transportability,PRIOR_C-A10_human_transportability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A10_magnitude,PRIOR_C-A10_magnitude,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A10_protein_availability,PRIOR_C-A10_protein_availability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A10_temporal,PRIOR_C-A10_temporal,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A11_context_specific,PRIOR_C-A11_context_specific,unavailable,0.1.0,unavailable,"{""context_id"":""CTX_18d2ba6c1ac37ada""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A11_direction,PRIOR_C-A11_direction,unavailable,0.1.0,unavailable,"{""alpha"":[1.0,2.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A11_effect_class,PRIOR_C-A11_effect_class,unavailable,0.1.0,unavailable,"{""observed_direction"":""decrease""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A11_existence,PRIOR_C-A11_existence,unavailable,0.1.0,unavailable,"{""alpha"":2.0,""beta"":1.0}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A11_expression,PRIOR_C-A11_expression,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A11_genetic_modifier,PRIOR_C-A11_genetic_modifier,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A11_human_transportability,PRIOR_C-A11_human_transportability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A11_magnitude,PRIOR_C-A11_magnitude,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A11_protein_availability,PRIOR_C-A11_protein_availability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A11_temporal,PRIOR_C-A11_temporal,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A12_context_specific,PRIOR_C-A12_context_specific,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A12_direction,PRIOR_C-A12_direction,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A12_effect_class,PRIOR_C-A12_effect_class,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A12_existence,PRIOR_C-A12_existence,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A12_expression,PRIOR_C-A12_expression,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A12_genetic_modifier,PRIOR_C-A12_genetic_modifier,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A12_human_transportability,PRIOR_C-A12_human_transportability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A12_magnitude,PRIOR_C-A12_magnitude,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A12_protein_availability,PRIOR_C-A12_protein_availability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A12_temporal,PRIOR_C-A12_temporal,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A13_context_specific,PRIOR_C-A13_context_specific,unavailable,0.1.0,unavailable,"{""context_id"":""CTX_d796ed621a19482c""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A13_direction,PRIOR_C-A13_direction,unavailable,0.1.0,unavailable,"{""alpha"":[1.5,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A13_effect_class,PRIOR_C-A13_effect_class,unavailable,0.1.0,unavailable,"{""observed_direction"":""increase""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A13_existence,PRIOR_C-A13_existence,unavailable,0.1.0,unavailable,"{""alpha"":1.5,""beta"":1.0}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A13_expression,PRIOR_C-A13_expression,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A13_genetic_modifier,PRIOR_C-A13_genetic_modifier,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A13_human_transportability,PRIOR_C-A13_human_transportability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A13_magnitude,PRIOR_C-A13_magnitude,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A13_protein_availability,PRIOR_C-A13_protein_availability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A13_temporal,PRIOR_C-A13_temporal,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A14_context_specific,PRIOR_C-A14_context_specific,unavailable,0.1.0,unavailable,"{""context_id"":""CTX_f3e507c8140ad4af""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A14_direction,PRIOR_C-A14_direction,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A14_effect_class,PRIOR_C-A14_effect_class,unavailable,0.1.0,unavailable,"{""observed_direction"":""null""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A14_existence,PRIOR_C-A14_existence,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A14_expression,PRIOR_C-A14_expression,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A14_genetic_modifier,PRIOR_C-A14_genetic_modifier,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A14_human_transportability,PRIOR_C-A14_human_transportability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A14_magnitude,PRIOR_C-A14_magnitude,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A14_protein_availability,PRIOR_C-A14_protein_availability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A14_temporal,PRIOR_C-A14_temporal,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A15_context_specific,PRIOR_C-A15_context_specific,unavailable,0.1.0,unavailable,"{""context_id"":""CTX_9d934e5df1446240""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A15_direction,PRIOR_C-A15_direction,unavailable,0.1.0,unavailable,"{""alpha"":[2.0,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A15_effect_class,PRIOR_C-A15_effect_class,unavailable,0.1.0,unavailable,"{""observed_direction"":""increase""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A15_existence,PRIOR_C-A15_existence,unavailable,0.1.0,unavailable,"{""alpha"":2.0,""beta"":1.0}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A15_expression,PRIOR_C-A15_expression,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A15_genetic_modifier,PRIOR_C-A15_genetic_modifier,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A15_human_transportability,PRIOR_C-A15_human_transportability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A15_magnitude,PRIOR_C-A15_magnitude,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
