inventory_id,uniprot_accession,entry_name,gene_symbol,gene_aliases,protein_names,species,taxon_id,resource_annotation_status,inventory_status,query_id,keyword_ids,go_ids,source_url,snapshot_path,snapshot_sha256,biological_evidence_status
CYT_A0A0A0MRX5,A0A0A0MRX5,A0A0A0MRX5_HUMAN,TNFSF13,TNFSF13,Tumor necrosis factor ligand superfamily member 13 (A proliferation-inducing ligand),Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0165; KW-0202; KW-1015; KW-0325; KW-0391; KW-0472; KW-1267; KW-1185; KW-0964; KW-0812; KW-1133,,https://www.uniprot.org/uniprotkb/A0A0A0MRX5,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A0A0MTG5,A0A0A0MTG5,A0A0A0MTG5_HUMAN,IL7,IL7,Interleukin-7 (IL-7),Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0202; KW-1015; KW-0325; KW-0339; KW-1267; KW-1185; KW-0964; KW-0732,GO:0005125; GO:0005139; GO:0005576; GO:0006955; GO:0008083,https://www.uniprot.org/uniprotkb/A0A0A0MTG5,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A0A6YY99,A0A0A6YY99,A0A0A6YY99_HUMAN,TNFSF12-TNFSF13,TNFSF12-TNFSF13,Tumor necrosis factor ligand superfamily member 13 (A proliferation-inducing ligand),Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0165; KW-0202; KW-1015; KW-0325; KW-0391; KW-1267; KW-1185; KW-0964,GO:0005164; GO:0005576; GO:0006955; GO:0007154; GO:0008284; GO:0016020; GO:0023052; GO:0048298,https://www.uniprot.org/uniprotkb/A0A0A6YY99,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A0B4J1W8,A0A0B4J1W8,A0A0B4J1W8_HUMAN,ALKAL2,ALKAL2,ALK and LTK ligand 2,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-1003; KW-0202; KW-1015; KW-0472; KW-1267; KW-1185; KW-0964; KW-0732,GO:0005576; GO:0005886; GO:0030298; GO:0030971,https://www.uniprot.org/uniprotkb/A0A0B4J1W8,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A0B4J2E2,A0A0B4J2E2,A0A0B4J2E2_HUMAN,CCL15-CCL14,CCL15-CCL14,C-C motif chemokine,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0145; KW-0202; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732,GO:0005576; GO:0006955; GO:0008009,https://www.uniprot.org/uniprotkb/A0A0B4J2E2,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A0B4J2G5,A0A0B4J2G5,A0A0B4J2G5_HUMAN,CCL14,CCL14,C-C motif chemokine ligand 14,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0202; KW-1267; KW-1185; KW-0732,GO:0005576; GO:0006955; GO:0008009,https://www.uniprot.org/uniprotkb/A0A0B4J2G5,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A0B4U5E3,A0A0B4U5E3,A0A0B4U5E3_HUMAN,unavailable,,Granulocyte colony-stimulating factor,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0202; KW-1015; KW-0325; KW-0339; KW-0964,GO:0005102; GO:0005125; GO:0005576; GO:0006955; GO:0045639; GO:0071682,https://www.uniprot.org/uniprotkb/A0A0B4U5E3,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A0B4U6M2,A0A0B4U6M2,A0A0B4U6M2_HUMAN,unavailable,,Granulocyte-macrophage colony-stimulating factor (Colony-stimulating factor),Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732,GO:0005129; GO:0005576; GO:0006955; GO:0008083; GO:0008284; GO:0009966; GO:0050793,https://www.uniprot.org/uniprotkb/A0A0B4U6M2,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A0C4DG43,A0A0C4DG43,A0A0C4DG43_HUMAN,TSLP,TSLP,Thymic stromal lymphopoietin,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-1185,GO:0005125,https://www.uniprot.org/uniprotkb/A0A0C4DG43,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A0C4DGC1,A0A0C4DGC1,A0A0C4DGC1_HUMAN,CXCL14,CXCL14,C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14),Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0202; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732; KW-0832,GO:0005576; GO:0006955; GO:0008009,https://www.uniprot.org/uniprotkb/A0A0C4DGC1,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A0C4DGW8,A0A0C4DGW8,A0A0C4DGW8_HUMAN,IFNL3,IFNL3,Interferon lambda 3,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0051; KW-0202; KW-1015; KW-1185; KW-0964; KW-0732,GO:0005125; GO:0005576; GO:0007259; GO:0050778; GO:0051607,https://www.uniprot.org/uniprotkb/A0A0C4DGW8,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A0C4DGX3,A0A0C4DGX3,A0A0C4DGX3_HUMAN,EDA,EDA,Ectodysplasin-A,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-1003; KW-0165; KW-0176; KW-0202; KW-0217; KW-0221; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133,GO:0005164; GO:0005576; GO:0005886; GO:0006955; GO:0007154; GO:0023052; GO:0042475; GO:0043123; GO:1901222,https://www.uniprot.org/uniprotkb/A0A0C4DGX3,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A0G2JHD4,A0A0G2JHD4,A0A0G2JHD4_HUMAN,LTA,LTA,Lymphotoxin-alpha (LT-alpha) (TNF-beta) (Tumor necrosis factor ligand superfamily member 1),Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0202; KW-0325; KW-0472; KW-1267; KW-1185; KW-0964; KW-0732,,https://www.uniprot.org/uniprotkb/A0A0G2JHD4,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A0H3VB22,A0A0H3VB22,A0A0H3VB22_HUMAN,FASLG,FASLG,Tumor necrosis factor ligand superfamily member 6 (CD95 ligand) (Fas antigen ligand),Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0053; KW-1003; KW-0202; KW-0968; KW-1015; KW-0325; KW-0458; KW-0472; KW-0539; KW-0678; KW-0964; KW-0735; KW-0804; KW-0805; KW-0812; KW-1133; KW-0832,GO:0005164; GO:0005576; GO:0005634; GO:0005886; GO:0006955; GO:0008625; GO:0043202; GO:0060205,https://www.uniprot.org/uniprotkb/A0A0H3VB22,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A0J9YWH4,A0A0J9YWH4,A0A0J9YWH4_HUMAN,CCL4L2,CCL4L2,C-C motif chemokine 4-like,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0202; KW-1185; KW-0732,GO:0005576; GO:0006955; GO:0008009,https://www.uniprot.org/uniprotkb/A0A0J9YWH4,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A0U5EM55,A0A0U5EM55,A0A0U5EM55_HUMAN,TNLG6A,TNLG6A,Tumor necrosis factor ligand superfamily member,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0053; KW-1003; KW-0202; KW-0472; KW-0479; KW-0597; KW-0964; KW-0735; KW-0812; KW-1133; KW-0862,GO:0005125; GO:0005164; GO:0005576; GO:0005886; GO:0006955; GO:2001238,https://www.uniprot.org/uniprotkb/A0A0U5EM55,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A0U5EM56,A0A0U5EM56,A0A0U5EM56_HUMAN,TNLG7B,TNLG7B,Tumor necrosis factor ligand superfamily member 13 (A proliferation-inducing ligand),Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0165; KW-0202; KW-1015; KW-0325; KW-0391; KW-0472; KW-0964; KW-0812; KW-1133,GO:0005164; GO:0005576; GO:0006955; GO:0007154; GO:0008284; GO:0016020; GO:0023052; GO:0048298,https://www.uniprot.org/uniprotkb/A0A0U5EM56,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A0U5J4P8,A0A0U5J4P8,A0A0U5J4P8_HUMAN,TNLG1D,TNLG1D,Tumor necrosis factor ligand 1D,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0202; KW-0472; KW-0812; KW-1133,GO:0005164; GO:0006955; GO:0007154; GO:0016020; GO:0023052,https://www.uniprot.org/uniprotkb/A0A0U5J4P8,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A0U5J5F5,A0A0U5J5F5,A0A0U5J5F5_HUMAN,TNLG4A,TNLG4A hCG_1991317,Tumor necrosis factor ligand superfamily member 12 (TNF-related weak inducer of apoptosis),Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0037; KW-0053; KW-1003; KW-0165; KW-0202; KW-0217; KW-0221; KW-1015; KW-0325; KW-0472; KW-0964; KW-0735; KW-0812; KW-1133,GO:0005164; GO:0005576; GO:0005886; GO:0006915; GO:0006955; GO:0007165,https://www.uniprot.org/uniprotkb/A0A0U5J5F5,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A0U5J6H2,A0A0U5J6H2,A0A0U5J6H2_HUMAN,TNLG1C,TNLG1C,Lymphotoxin-beta (Tumor necrosis factor C) (Tumor necrosis factor ligand superfamily member 3),Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0202; KW-0325; KW-0472; KW-0812; KW-1133,GO:0005164; GO:0005886; GO:0006955; GO:0007154; GO:0023052,https://www.uniprot.org/uniprotkb/A0A0U5J6H2,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A0U5J797,A0A0U5J797,A0A0U5J797_HUMAN,TNLG7C,TNLG7C,Ectodysplasin-A,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-1003; KW-0165; KW-0176; KW-0202; KW-0217; KW-0221; KW-1015; KW-0325; KW-0472; KW-0964; KW-0735; KW-0812; KW-1133,GO:0005164; GO:0005576; GO:0005886; GO:0006955; GO:0007154; GO:0023052; GO:0042475; GO:0043123; GO:1901222,https://www.uniprot.org/uniprotkb/A0A0U5J797,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A0U5J7Q1,A0A0U5J7Q1,A0A0U5J7Q1_HUMAN,TNLG7A,TNLG7A,Epididymis secretory sperm binding protein (Tumor necrosis factor ligand 7A),Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0202; KW-1015; KW-0325; KW-0472; KW-0964; KW-0812; KW-1133,GO:0005164; GO:0005576; GO:0005886; GO:0006955; GO:0010467; GO:0030183; GO:0033209; GO:0043588,https://www.uniprot.org/uniprotkb/A0A0U5J7Q1,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A0U5J8I0,A0A0U5J8I0,A0A0U5J8I0_HUMAN,TNLG5A,TNLG5A TNFSF9 hCG_23042,"Tumor necrosis factor (Ligand) superfamily, member 9, isoform CRA_a (Tumor necrosis factor ligand 5A)",Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0202; KW-0472; KW-0812; KW-1133,GO:0005164; GO:0006955; GO:0007154; GO:0016020; GO:0023052,https://www.uniprot.org/uniprotkb/A0A0U5J8I0,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A0U5JA19,A0A0U5JA19,A0A0U5JA19_HUMAN,TNLG1B,TNLG1B,Tumor necrosis factor ligand superfamily member 15 (TNF ligand-related molecule 1) (Vascular endothelial cell growth inhibitor),Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0202; KW-1015; KW-0325; KW-0472; KW-0735; KW-0812; KW-1133,GO:0005164; GO:0006955; GO:0007154; GO:0016020; GO:0023052,https://www.uniprot.org/uniprotkb/A0A0U5JA19,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A0U5JA32,A0A0U5JA32,A0A0U5JA32_HUMAN,TNLG8A,TNLG8A,CD70 antigen (CD27 ligand) (Tumor necrosis factor ligand superfamily member 7),Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-1003; KW-0202; KW-1015; KW-0325; KW-0472; KW-0735; KW-0812; KW-1133,GO:0005164; GO:0005886; GO:0006955; GO:0033209; GO:0042098; GO:0048018,https://www.uniprot.org/uniprotkb/A0A0U5JA32,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A0U5JXL4,A0A0U5JXL4,A0A0U5JXL4_HUMAN,TNLG2A,TNLG2A,Tumor necrosis factor ligand superfamily member 18 (Glucocorticoid-induced TNF-related ligand),Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-1064; KW-1003; KW-0202; KW-1015; KW-0325; KW-0391; KW-0472; KW-0735; KW-0812; KW-1133,GO:0002309; GO:0002687; GO:0005164; GO:0005886; GO:0033209; GO:0042802; GO:0045785,https://www.uniprot.org/uniprotkb/A0A0U5JXL4,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A140T922,A0A140T922,A0A140T922_HUMAN,TNF,TNF,"Tumor necrosis factor (TNF-a) (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) [Cleaved into: Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]",Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-1003; KW-0202; KW-1015; KW-0449; KW-0472; KW-0519; KW-0597; KW-1267; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133,GO:0002700; GO:0005125; GO:0005164; GO:0005576; GO:0005886; GO:0010573; GO:0031349; GO:0033209; GO:0043123; GO:0045087; GO:0050678; GO:0050793; GO:0050804; GO:0051046; GO:0051239; GO:0097527; GO:1903829,https://www.uniprot.org/uniprotkb/A0A140T922,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A1I9RI50,A0A1I9RI50,A0A1I9RI50_HUMAN,IL33,IL33,Interleukin-33,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0158; KW-0202; KW-0963; KW-0968; KW-0539; KW-0964; KW-0804,GO:0005125; GO:0005576; GO:0005634; GO:0005694; GO:0030133; GO:0051240,https://www.uniprot.org/uniprotkb/A0A1I9RI50,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A1I9RI51,A0A1I9RI51,A0A1I9RI51_HUMAN,IL33,IL33,Interleukin-33,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0158; KW-0202; KW-0963; KW-0968; KW-0539; KW-0964; KW-0804,GO:0005125; GO:0005576; GO:0005634; GO:0005694; GO:0030133; GO:0051240,https://www.uniprot.org/uniprotkb/A0A1I9RI51,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A224B028,A0A224B028,A0A224B028_HUMAN,IL-21,IL-21 IL21 hCG_38188,Interleukin,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0202; KW-1015; KW-0964; KW-0732,GO:0001819; GO:0002314; GO:0002639; GO:0005126; GO:0005576; GO:0045954; GO:0051251; GO:0061470; GO:0098586,https://www.uniprot.org/uniprotkb/A0A224B028,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A286YEX3,A0A286YEX3,A0A286YEX3_HUMAN,IL10,IL10,Interleukin family protein,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0202; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732,GO:0001817; GO:0005125; GO:0005576; GO:0006955,https://www.uniprot.org/uniprotkb/A0A286YEX3,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A2D3E5G9,A0A2D3E5G9,A0A2D3E5G9_HUMAN,unavailable,,Interferon alpha 2b,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0051; KW-0202; KW-1015; KW-0964; KW-0732,GO:0005126; GO:0005576; GO:0006952,https://www.uniprot.org/uniprotkb/A0A2D3E5G9,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_A0A2U3TZU2,A0A2U3TZU2,A0A2U3TZU2_HUMAN,GPI,GPI pgi,Glucose-6-phosphate isomerase (EC 5.3.1.9),Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0007; KW-0202; KW-0963; KW-0312; KW-0324; KW-0413; KW-0597; KW-1267; KW-1185; KW-0964; KW-0832,GO:0004347; GO:0005576; GO:0005737; GO:0006094; GO:0006096; GO:0047938; GO:0051156; GO:0097367,https://www.uniprot.org/uniprotkb/A0A2U3TZU2,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
