context_id,species,ancestry,age,sex,tissue,disease,disease_severity,treatment_status,cell_type,cell_state,developmental_state,stimulation,dose,duration,assay,genomic_background,time_point
CTX_6fc05347a830d933,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,unavailable,unavailable,unavailable,NK cell with autologous monocyte-derived DC,CD56brightCD16-negative enriched response,unavailable,mature DC coculture; anti-IL12,unavailable,unavailable,unavailable,unavailable,unavailable
CTX_75630eed91819500,Homo sapiens,European,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,CD14+ monocyte,unavailable,unavailable,IFNG,20 ng/mL,24 h,expression microarray and genotype association,unavailable,unavailable
CTX_7d613a90b6edd110,Homo sapiens,European,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,CD14+ monocyte,unavailable,unavailable,unstimulated versus LPS,LPS 20 ng/mL,24 h for LPS,Illumina HumanHT-12 v4 expression microarray; HumanOmniExpress genotyping,unavailable,unavailable
CTX_7faa68935984cbf3,Homo sapiens,British/Irish; Icelandic,unavailable,unavailable,plasma,inflammatory bowel disease,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,Olink Explore 3072; two SomaScan v4 reagents,unavailable,unavailable
CTX_82e7e21289fdd9eb,Homo sapiens,European,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,CD14+ monocyte,unavailable,unavailable,IFNG,20 ng/mL,24 h,expression microarray and genotype association,unavailable,24 h
CTX_8d9c6d575f19e6c3,Homo sapiens,European American/Caucasian analysis restriction (author labels),unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,CD4+ T cell,unavailable,unavailable,anti-CD3/CD28,unavailable,unavailable,ImmVar transcript reQTL reanalysis,unavailable,unavailable
CTX_8ed1428d496379ac,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,unavailable,unavailable,unavailable,CD14-positive monocyte,unavailable,unavailable,unavailable,unavailable,unavailable,REAP-seq and flow cytometry,unavailable,unavailable
CTX_9ab0a6ea73cfc33d,Homo sapiens,unavailable,unavailable,unavailable,bone marrow,healthy,unavailable,unavailable,mature B lymphocyte,IL3RA-positive,unavailable,IL3,unavailable,unavailable,CyTOF phospho-antibody readout,unavailable,unavailable
CTX_9ab3419a34684c47,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,T cell,ex vivo,unavailable,unavailable,unavailable,unavailable,purified-cell RNA-seq; cis-eQTL mapping,unavailable,unavailable
CTX_9cb8e83add8a2819,Homo sapiens,unavailable,unavailable,unavailable,cell culture,unavailable,unavailable,unavailable,HeLa,unavailable,unavailable,DDX39B siRNA depletion,unavailable,siRNA on days 1/3; reporter day 5; RNA day 7,allele-specific minigene reporter; RT-PCR,HeLa; reporter C versus T at rs6897932,unavailable
CTX_9d934e5df1446240,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,monocyte-derived mature dendritic cell,7-day differentiated DC; mRNA electroporated,unavailable,mRNA electroporation,10 µg IL15 mRNA with or without 10 µg IL15RA mRNA,2–72 hours,surface flow cytometry; anti-IL15-PE,unavailable,8-hour peak
CTX_9f06eda20f5542b6,Homo sapiens,unavailable,unavailable,unavailable,lung,lung cancer cell line,unavailable,unavailable,A549,unavailable,unavailable,IL1B with BMP6,IL1B 10 ng/mL; BMP6 10 ng/mL,24 hours,supernatant ELISA,unavailable,24 hours
CTX_a220d0b83932c1f7,Homo sapiens,unavailable,P1:27 years; P3:4 years,female,peripheral blood,IL12RB1 deficiency,unavailable,unavailable,expanded mycobacterium-specific CD4 Th1 T-cell clone,K4D8 and K3F12 clones under tested activation modes,unavailable,antigen or CD2/CD28 or CD3/CD28 activation,IL12 5 U/mL or 2.5 ng/mL,72 hours,supernatant IFNG ELISA,biallelic IL12RB1 loss-of-function; P1/P3,72 hours
CTX_a24a22ebaabae4b0,Homo sapiens,unavailable,unavailable,unavailable,blood-derived culture,unavailable,unavailable,unavailable,umbilical-vein endothelial cell; neutrophil,unavailable,unavailable,microvesicles ± receptor antagonist,unavailable,4 h endothelial exposure; 30 min adhesion,111In-labeled neutrophil adhesion,unavailable,unavailable
CTX_a6d731c93600752c,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,autologous NK cell with engineered DC and Daudi targets,resting before coculture,unavailable,mRNA electroporation,10 µg IL15 mRNA with or without 10 µg IL15RA mRNA,24 hours,intracellular IFNG flow cytometry with GolgiPlug,unavailable,24 hours
CTX_ace900f31ea1273b,Homo sapiens,unavailable,unavailable,unavailable,blood-derived culture,unavailable,unavailable,unavailable,platelet,unavailable,unavailable,thrombin,0.1 U/ml,18 h in figure; methods state 8 h,fractionation and mature-IL1B ELISA,unavailable,unavailable
CTX_aeb0218618294f39,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood-derived culture,healthy,unavailable,unavailable,CD8 T cell,initially naive; co-stimulated,unavailable,anti-CD3/anti-CD28 ± anti-CD27,bead-bound anti-CD27; antibody mass unavailable,3 days,REAP-seq,unavailable,day 3
CTX_b2eeeacb0fb9b2e1,Homo sapiens,British ancestry (author wording),unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,central-memory CD4+ T cell,unavailable,unavailable,CD3/CD28 activation study,1:2 Dynabead:cell ratio,"study spans resting control, 16 h, 40 h and 5 d; exact AIMP1 subcluster time unavailable",single-cell RNA-seq aggregated per donor/cluster; tensorQTL,unavailable,unavailable
CTX_b4e83cbed949d2c2,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,unavailable,unavailable,unavailable,elutriated monocyte,LPS activated,unavailable,LPS,LPS 1 µg/mL; IL4 100 U/mL,24 hours,cytokine-specific supernatant ELISA,unavailable,24 hours
CTX_b782d5a6330f6966,Mus musculus,unavailable,11–15 weeks,female,inguinal lymph node,healthy,unavailable,experimental cytokine injection,NK cell,NK-c,young adult,Il1b injection,5 µg cytokine per mouse,4 hours,10x Genomics scRNA-seq,C57BL/6,4 hours
CTX_bde6c84fe6d47fe3,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,primary CD4+ T cell,unavailable,unavailable,DDX39B shRNA in previously CD3/CD28-activated T cells,unavailable,24-h collection without IL2 and puromycin after knockdown/selection,supernatant ELISA,unavailable,unavailable
CTX_c3f02f7f07d62123,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,naive CD4+ T cell,unavailable,unavailable,pre-coated anti-CD3; soluble anti-CD28; IL7 co-stimulation,anti-CD3 10 micrograms/mL; anti-CD28 1 microgram/mL; IL7 5 ng/mL,unavailable,flow cytometry in 13 genotype-selected subjects,unavailable,unavailable
CTX_c5793002d6e18cb5,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,unavailable,unavailable,unavailable,NK cell with autologous monocyte-derived DC,CD56brightCD16-negative enriched response,unavailable,mature DC coculture; anti-IL15,unavailable,6 days,CFSE dilution,unavailable,6 days
CTX_cb7b3069ec44579a,Mus musculus,unavailable,11–15 weeks,female,inguinal lymph node,healthy,unavailable,experimental cytokine injection,B cell,unavailable,young adult,Il4 injection,5 µg cytokine per mouse,4 hours,10x Genomics scRNA-seq,C57BL/6,4 hours
CTX_d1fce06434a21107,Homo sapiens,unavailable,unavailable,unavailable,cell culture,unavailable,unavailable,unavailable,Jurkat T cell line,unavailable,unavailable,anti-CD3/CD28,unavailable,20 h stimulated assay,heterologous enhancer luciferase reporter,unavailable,unavailable
CTX_d392f27dd8c3ba97,Homo sapiens,unavailable,unavailable,unavailable,bone marrow,healthy,unavailable,unavailable,T lymphocyte,unavailable,unavailable,IL7 with versus without dasatinib,unavailable,unavailable,CyTOF phospho-antibody readout,unavailable,unavailable
CTX_d796ed621a19482c,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,monocyte-derived mature dendritic cell,7-day differentiated DC; mRNA electroporated,unavailable,mRNA electroporation,10 µg IL15 mRNA with or without 10 µg IL15RA mRNA,2–72 hours,supernatant IL15 ELISA; eBioscience 88-7158-88,unavailable,peak 2–8 hours
CTX_d9139ebbb085d729,Homo sapiens,unavailable,unavailable,unavailable,blood-derived culture,unavailable,unavailable,unavailable,memory CD4 T cell,anti-CD3/anti-CD28 preactivated,unavailable,IL2 plus IL34,100 versus 0 ng/ml IL34,2 days IL34 after 2 days preactivation,mass spectrometry,unavailable,unavailable
CTX_da77ab5e2087543b,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,unavailable,unavailable,unavailable,elutriated monocyte,LPS activated,unavailable,LPS,LPS 1 µg/mL; IL10 100 U/mL,7 hours,Northern blot,unavailable,7 hours
CTX_dfd3a9f5d14767bf,Homo sapiens,British/Irish; Icelandic,unavailable,unavailable,plasma,inflammatory bowel disease,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,Olink Explore 3072 versus SomaScan v4,unavailable,unavailable
CTX_e1d773705c75adab,Homo sapiens,unavailable,unavailable,unavailable,blood-derived culture,unavailable,unavailable,unavailable,platelet,fibrin-associated,unavailable,thrombin,0.1 U/ml,8 h,ELISA; 35S labeling and immunoprecipitation,unavailable,unavailable
CTX_e4ef32a8a7bccc61,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,PHA-activated T-cell blast,day3 after PHA stimulation,unavailable,IL12,2.5 ng/mL IL12,20 minutes,EMSA with STAT4 supershift,control; IL12RB1 surface expression,20 minutes
CTX_ed5753bd7090c0c5,Homo sapiens,unavailable,unavailable,unavailable,bone marrow,healthy,unavailable,unavailable,mature B lymphocyte,IL3RA-positive,unavailable,IFN-alpha,unavailable,unavailable,CyTOF phospho-antibody readout,unavailable,unavailable
CTX_f0266b3c6e6ce874,Mus musculus,unavailable,unavailable,unavailable,spleen and peripheral lymph nodes,no induced disease,unavailable,unavailable,naive CD4+ CD62L+ CD44- T cell,unavailable,unavailable,plate-bound anti-CD3/CD28,unavailable,24 h,CRISPR knock-in followed by flow cytometry,C57BL/6; homozygous SNP knock-in versus wild-type littermates,day 1
CTX_f02abebab5d48215,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,CD14+ monocytes gated in PBMC,unavailable,unavailable,TNF,10 ng/mL,24 h,surface flow cytometry; genotype association,unavailable,24 h
CTX_f06f874d93de1468,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,neutrophil,baseline purified cells,unavailable,unavailable,unavailable,unavailable,RNA-seq isoform sQTL mapping,unavailable,unavailable
CTX_f084ceabfafbb9bf,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,primary CD4+ T cell,unavailable,unavailable,anti-CD3/CD28 activation followed by DDX39B shRNA,activation anti-CD3 50 ng/mL and anti-CD28 100 ng/mL; culture IL2 100 ng/mL,48 h preactivation; 72 h transduction; 96 h selection; 24 h without IL2/puromycin before collection,lentiviral shRNA; RT-PCR; DDX39B western blot,donors rs6897932 CC or CT,unavailable
CTX_f16b236179d8fd1d,Homo sapiens,unavailable,unavailable,unavailable,cord blood,unavailable,unavailable,unavailable,NK cell,CD56-bright versus CD56-dim,neonatal,unavailable,unavailable,unavailable,CITE-seq antibody-derived tags,unavailable,unavailable
CTX_f3e507c8140ad4af,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,monocyte-derived mature dendritic cell,7-day differentiated DC; mRNA electroporated,unavailable,mRNA electroporation,10 µg IL15 mRNA with or without 10 µg IL15RA mRNA,2–72 hours,surface flow cytometry; anti-IL15-PE,unavailable,"2,4,8,24,48,72 hours"
CTX_fbceb088983b9d2c,Homo sapiens,European,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,CD14+ monocyte,unavailable,unavailable,LPS,20 ng/mL,2 h versus 24 h,expression microarray and cis-eQTL mapping,unavailable,unavailable
